of documents 1 of 1
the police as 3 17
the police chief 5 4
the police commission 5 1
the police department 22 20
the police force 1 6
the police have 3 4
the police i 1 3
the police officers 3 4
the police station 3 2
the police that 5 2
the police to 4 7
the police union 2 16
the political left 5 2
the population to 3 1
the position of 1 2
the positive role 2 1
the possibility of 4 13
the potential for 2 14
the potential to 10 12
the power of 4 19
the president of 3 2
the president s 6 8
the presidential campaign 1 2
the price for 1 1
the privacy of 2 1
the process and 1 1
the process of 13 11
the production of 2 3
the program is 2 3
the progress to 1 1
the prohibition on 2 1
the project is 1 3
the proportion of 1 4
the prosecution of 3 1
the prospect of 3 7
the public as 2 1
the public defender 1 1
the public in 2 6
the public interest 7 7
the public it 1 2
the public on 6 2
the public policy 5 1
the public s 16 5
the public safe 1 2
the public safety 1 1
the public should 1 3
the public to 3 9
the purpose of 6 15
the quality of 7 11
the question of 4 9
the questions and 1 1
the rampart area 1 1
the rank of 5 1
the ranks of 4 1
the rate of 5 7
the reality is 5 3
the reasons for 6 3
the recent proposal 4 1
the relationship between 3 18
the report and 1 1
the report but 4 1
the report concluded 4 1
the report s 2 2
the request of 2 1
the rest of 24 5
the result of 5 8
the resurgence of 4 1
the right direction 1 1
the right of 2 4
the right thing 14 1
the right to 4 9
the rights of 1 3
the rise and 1 5
the rise in 19 3
the rise of 5 17
the rise to 1 1
the risk of 2 16
the risks of 1 3
the rule of 4 3
the s and 5 16
the s to 4 2
the s when 5 2
the safety and 1 1
the safety of 9 3
the same as 4 4
the same data 1 1
the same day 8 1
the same time 11 12
the same way 2 5
the san bernardino 6 2
the san fernando 52 1
the san francisco 8 3
the school district 4 2
the school s 7 2
the scope of 2 12
the second highest 2 1
the security of 2 1
the sense of 1 3
the sense that 1 4
the separation of 1 3
the series of 2 1
the seriousness of 6 1
the seven los 1 1
the severity of 6 2
the sheriff s 106 11
the shooting of 4 1
the site of 3 1
the size and 2 2
the size of 1 2
the so called 7 2
the specifics of 6 3
the specter of 1 1
the st century 2 4
the standards of 1 1
the start of 3 1
the state and 5 3
the state as 2 1
the state has 1 1
the state in 2 1
the state of 5 8
the state s 25 29
the state the 3 2
the state to 2 4
the state will 1 1
the state with 1 1
the status quo 2 3
the story of 1 5
the straits times 2 2
the street an 1 2
the street and 5 1
the street from 2 1
the street noting 1 1
the streets of 3 2
the struggle for 4 2
the study found 5 1
the study of 16 4
the study said 1 1
the study the 1 1
the study was 1 1
the study which 1 1
the subject of 2 7
the subjects of 2 1
the support of 2 1
the supreme court 2 60
the suspect and 7 1
the system is 1 3
the tangle of 1 4
the task force 19 2
the terms of 3 2
the terror attacks 2 1
the terrorist attacks 2 2
the thin blue 2 1
the third floor 3 1
the threat of 6 13
the three officers 1 1
the time and 8 3
the time for 5 2
the time in 1 1
the time is 3 1
the time it 1 2
the time of 26 3
the time the 10 2
the time they 1 1
the times found 2 1
the timing of 3 1
the tone of 1 1
the topanga area 1 1
the total number 2 3
the transportation security 6 2
the trump administration 36 6
the trust of 2 1
the type of 6 5
the types of 1 3
the u s 92 45
the understanding of 1 1
the union can 1 1
the union contract 2 3
the union representing 1 1
the union s 2 10
the unit was 1 2
the united states 72 66
the university of 4 21
the upper hand 1 1
the use and 1 2
the use of 7 110
the valley about 1 1
the valley also 1 1
the valley and 2 1
the valley bureau 3 1
the valley deputy 1 1
the valley saw 1 1
the valley sherman 1 1
the value of 2 8
the values of 1 2
the vast majority 1 1
the very fabric 2 1
the victim was 17 2
the victims of 6 1
the victims were 2 1
the violence in 1 1
the violent crime 7 3
the wages of 4 1
the waiting list 1 1
the wake of 12 11
the war on 2 93
the washington post 6 2
the way it 1 4
the way that 4 4
the way the 1 1
the weekly meeting 1 1
the well known 2 2
the west valley 12 1
the white house 5 11
the work of 5 10
the world a 4 1
the world is 5 1
the worst cases 1 1
the worst mass 2 1
the wrong person 1 1
the year before 36 2
the year the 1 2
the years he 1 1
theft from vehicles 1 1
thefts during his 1 1
their communities and 2 1
their community and 1 1
their crime fighting 1 1
their drug abuse 1 1
their efforts to 6 3
their involvement in 1 1
their neighborhoods including 1 1
their neighbors he 1 1
their own versions 4 1
their patrol car 3 1
their vehicles and 2 1
their way through 5 1
their way to 1 2
them and then 1 1
them at risk 1 1
them by the 2 1
them from the 1 3
them in the 1 1
them on the 8 1
them out of 1 1
them so you 1 1
them to make 2 1
them to take 1 1
them to the 2 2
them up at 3 1
them when they 3 1
themselves and their 4 3
themselves as the 4 1
themselves on the 2 2
then and now 1 1
then be used 1 1
then it s 1 1
then progress to 1 1
then there s 2 1
there are certain 2 1
there are fears 1 1
there are more 1 4
there are no 6 3
there are other 6 1
there are so 2 1
there are some 2 2
there are ways 4 1
there could be 3 1
there has been 4 9
there have been 16 4
there is a 13 21
there is also 1 3
there is an 9 4
there is little 2 6
there is no 18 35
there may be 14 5
there s a 12 2
there s no 10 1
there s the 3 4
there was a 28 1
there was no 11 1
there were an 1 1
there were documented 6 1
there were more 3 2
there were other 1 1
these and other 1 2
these boxes are 1 1
these individuals know 1 1
these services are 1 1
these types of 7 2
they are actually 6 1
they are also 1 7
they are both 1 1
they are going 2 2
they are not 4 7
they aren t 1 1
they began to 1 1
they can be 3 4
they care about 2 1
they come from 1 1
they commit crimes 1 1
they could be 3 1
they could leave 1 1
they couldn t 2 1
they did not 12 4
they didn t 3 4
they do not 3 9
they do so 2 2
they don t 14 5
they had been 3 2
they have a 2 1
they have an 1 2
they have been 5 3
they have to 6 1
they made the 1 1
they may also 3 1
they may be 5 4
they may have 4 3
they must be 1 2
they need and 1 1
they need to 2 4
they needed to 1 1
they re chasing 1 1
they re driving 1 1
they re going 2 2
they re more 2 1
they re not 4 1
they should be 2 6
they should not 1 1
they tend to 2 2
they then progress 1 1
they want the 1 1
they want to 5 2
they were being 1 2
they were looking 3 1
they were not 3 1
they will always 1 1
they won t 3 2
they would be 2 3
they would not 1 3
thin blue line 6 1
thing you know 3 1
things that we 1 2
things that you 1 1
think about the 1 1
think there s 3 1
think they re 2 1
thinks that marijuana 1 1
third floor of 2 1
third straight year 10 1
this and other 2 1
this article or 16 7
this case is 4 1
this case was 1 1
this city for 4 1
this data is 1 2
this is a 13 12
this is an 8 5
this is different 1 1
this is misleading 2 1
this is not 5 8
this is what 2 1
this is why 5 4
this kind of 1 13
this may be 2 1
this means that 2 1
this seems to 1 1
this sort of 4 4
this was a 2 1
this work is 1 4
this year and 1 4
this year beck 1 1
this year by 5 1
this year has 1 1
this year in 3 1
this year it 2 1
this year s 20 14
this year sherman 1 1
this year the 8 8
this year was 1 1
those accused of 1 2
those arrested were 4 1
those in which 1 2
those people are 1 2
those that have 1 4
those who are 10 4
those who do 4 1
those who have 8 1
those who want 3 1
those with a 4 1
though the number 1 1
threat of a 1 2
threat of force 1 1
threat of violence 2 1
threat to the 13 3
three grandchildren policing 1 1
three grown children 1 1
three los angeles 3 1
three years after 2 2
three years ago 1 1
three years of 2 1
three years the 2 1
through and the 1 1
through social media 1 4
through the city 1 1
through the county 1 1
through the national 3 1
through them so 1 1
throughout the city 1 3
throughout the country 2 1
throughout the nation 2 1
throughout the state 1 1
throughout the united 8 3
thrown in the 1 1
thursday calling s 1 1
thursday predictive policing 1 2
time as captain 1 1
time for anyone 2 1
time for chief 1 1
time i was 1 1
time it was 1 2
time of the 20 1
time so i 4 1
time the crime 1 1
time they re 1 1
time they will 1 1
time to file 1 1
times a day 11 1
times all rights 41 2
times for any 1 1
times http www 3 1
times july sunday 1 1
times report last 1 1
times singapore july 1 1
tips he said 1 1
to a call 2 1
to a charge 1 1
to a different 4 1
to a friend 2 1
to a great 1 2
to a halt 4 1
to a hospital 8 1
to a jump 1 1
to a lack 2 2
to a mobile 4 1
to a much 1 3
to a nearby 2 1
to a new 13 1
to a news 3 1
to a police 3 1
to a second 3 1
to a small 4 1
to a special 2 1
to a stop 1 2
to a variety 1 3
to according to 4 1
to account for 1 7
to act as 2 1
to act in 2 2
to address the 6 6
to advance their 1 1
to allow the 3 3
to an arrest 2 1
to analyze and 1 2
to any crime 1 1
to appear in 8 1
to arrest and 1 1
to as the 3 5
to assess risk 1 2
to assist in 1 5
to at least 6 1
to augment police 1 1
to avoid a 2 3
to back up 3 1
to be a 16 21
to be able 6 5
to be addressed 1 1
to be an 6 7
to be arrested 1 5
to be assaulted 1 1
to be aware 1 2
to be based 1 1
to be clear 8 3
to be considered 6 2
to be consistent 1 1
to be disclosed 6 1
to be done 2 2
to be effective 2 3
to be held 2 1
to be identified 2 1
to be in 11 2
to be involved 2 4
to be not 1 1
to be on 3 1
to be released 4 1
to be reported 2 1
to be seen 2 2
to be sentenced 4 1
to be served 2 1
to be successful 1 1
to be supervised 2 1
to be taken 11 6
to be the 17 11
to be there 2 2
to be used 2 2
to be using 2 1
to become involved 1 2
to behave in 1 2
to being a 1 3
to believe that 1 6
to believe the 1 1
to benefit from 3 1
to better understand 1 3
to block the 9 1
to break up 2 4
to bring that 1 1
to bring the 3 2
to bring them 1 1
to build a 4 4
to build relationships 1 1
to build trust 4 2
to call for 1 3
to call on 1 1
to call the 8 3
to captain serving 1 1
to carry out 2 4
to changes in 1 2
to check the 1 1
to churn out 4 1
to civil liberties 1 2
to claim a 4 1
to combat crime 2 3
to come up 3 1
to commit a 8 1
to commit crimes 2 1
to commit the 1 1
to compensate for 3 1
to complete the 1 1
to comply with 4 10
to conduct a 3 4
to confront the 1 3
to consider the 1 3
to cooperate with 11 3
to county records 1 1
to create a 9 9
to create an 1 3
to crime in 1 2
to deal with 6 4
to decide whether 2 3
to deliver a 2 1
to demand that 1 1
to describe a 3 3
to design a 1 1
to determine how 1 1
to determine if 10 2
to determine what 4 3
to determine whether 11 7
to develop a 6 4
to do about 4 1
to do business 1 1
to do individuals 1 1
to do it 1 3
to do so 7 16
to do something 3 1
to do that 8 2
to do the 11 2
to do this 6 1
to do with 20 3
to draw a 1 2
to drive a 1 1
to drive the 3 2
to each of 3 1
to each other 3 4
to encourage the 1 3
to engage in 5 20
to engage with 1 1
to ensure that 7 15
to ensure the 8 1
to ensure their 1 3
to equality and 3 1
to establish a 5 5
to examine the 4 4
to exit the 2 2
to expand the 1 4
to experience a 1 1
to factor in 1 1
to fight crime 3 2
to find a 2 1
to find out 4 1
to find the 5 1
to find ways 4 1
to fit the 1 1
to five years 1 1
to focus on 10 14
to follow the 1 4
to force him 1 1
to force local 1 2
to gather information 2 1
to generate new 1 1
to get a 12 1
to get is 1 1
to get people 1 1
to get rid 1 1
to get the 3 3
to get too 2 1
to give police 1 1
to give the 1 1
to give up 1 1
to go after 1 1
to go despite 4 1
to go to 2 5
to go up 3 1
to ha he 1 1
to hand over 5 1
to harder drugs 1 1
to have a 8 11
to have an 1 1
to have been 5 1
to have it 2 1
to have the 1 1
to have their 1 2
to head off 2 1
to help other 2 1
to help people 4 1
to help put 1 1
to help stem 1 1
to help the 2 2
to help those 5 1
to hire more 2 1
to identify a 2 1
to identify likely 1 1
to identify the 2 2
to imagine that 6 1
to implement the 1 1
to improve the 8 5
to include more 1 1
to inform the 1 1
to intervene in 1 1
to invest in 4 2
to investigate and 1 1
to investigate the 2 4
to join the 4 3
to keep officers 1 1
to keep the 8 4
to keep them 2 1
to keep up 1 4
to know a 2 1
to know the 4 1
to know what 1 1
to know who 2 1
to lapd s 1 1
to law enforcement 7 3
to lead the 1 1
to learn that 1 3
to listen to 1 3
to live with 1 3
to locate the 5 1
to lock car 1 1
to look at 7 4
to look for 1 1
to los angeles 58 1
to maintain and 2 1
to make a 5 6
to make an 4 2
to make it 1 3
to make sure 10 2
to make that 2 2
to make the 22 4
to making a 2 2
to me and 1 2
to me that 2 1
to meet the 2 6
to meet with 2 3
to million in 3 1
to minimize the 4 1
to misdemeanours for 1 1
to monitor the 5 1
to more quickly 1 2
to more than 1 5
to neighborhoods hit 1 1
to new york 2 2
to obtain the 1 1
to offer a 1 2
to one of 2 3
to participate in 6 5
to pat themselves 2 1
to pay for 4 3
to people of 4 2
to people who 8 3
to pinpoint crime 1 1
to point b 2 1
to police data 1 1
to police this 1 1
to prevent and 6 2
to prevent crime 5 1
to prosecute such 1 1
to protect the 6 1
to protect their 1 4
to protect themselves 5 1
to public safety 7 3
to put officers 2 1
to qualify for 2 1
to raise money 1 1
to reach a 1 2
to reach the 6 2
to receive a 3 2
to reduce crime 3 5
to reduce the 2 7
to refer to 1 3
to reflect on 1 1
to reforms in 1 1
to refuse to 4 3
to rein in 1 1
to reject a 1 1
to release an 1 1
to release the 5 1
to remain anonymous 1 1
to remember that 2 1
to represent the 1 1
to request a 1 1
to respond to 4 9
to restore safety 2 1
to result in 2 2
to reverse the 3 1
to review the 2 1
to rise more 1 1
to safeguard their 1 1
to save money 4 1
to say that 2 9
to see a 1 2
to see how 4 6
to see that 1 1
to see the 7 7
to see these 2 1
to see what 3 1
to sell the 10 1
to sentencing right 1 1
to serve some 4 1
to set up 1 1
to share their 5 1
to sharpen his 1 1
to shoot the 1 1
to show that 6 7
to social services 1 2
to solve the 3 1
to speak out 5 2
to stand up 1 2
to state and 3 5
to states and 2 1
to stay away 4 1
to stop and 5 1
to stop question 1 1
to stop the 2 3
to store and 1 1
to support a 2 1
to support the 1 3
to support your 1 1
to take a 4 3
to take action 2 1
to take care 1 2
to take it 2 1
to take the 3 2
to take video 1 1
to talk to 2 3
to target the 1 1
to target violent 2 2
to thank the 1 1
to that crime 1 1
to the american 1 1
to the appropriate 1 2
to the big 1 2
to the boston 4 1
to the case 1 1
to the chief 1 1
to the city 6 4
to the civil 2 2
to the commission 2 1
to the community 10 2
to the county 2 4
to the crime 4 1
to the criminal 2 2
to the data 3 3
to the death 4 1
to the decriminalisation 1 1
to the department 7 5
to the devonshire 1 1
to the director 1 1
to the equipment 1 1
to the four 1 2
to the ground 8 1
to the growth 2 1
to the head 1 2
to the high 2 1
to the human 1 1
to the lapd 18 1
to the legal 5 3
to the long 2 1
to the most 3 1
to the national 1 3
to the neighborhood 1 1
to the new 2 4
to the news 4 1
to the office 2 2
to the one 1 1
to the point 2 1
to the police 19 4
to the present 1 3
to the president 5 1
to the project 2 2
to the proposal 1 1
to the public 9 17
to the race 2 1
to the rank 3 1
to the rise 4 2
to the same 4 4
to the scene 6 1
to the state 1 2
to the third 1 2
to the top 6 4
to the u 22 2
to the united 4 8
to the valley 1 1
to the work 1 4
to their neighbors 1 1
to think about 2 5
to think it 5 1
to this article 1 3
to those areas 1 1
to those who 2 3
to trace the 6 1
to track property 1 1
to track the 6 1
to treatment and 1 1
to try to 10 3
to two years 1 1
to u s 3 3
to understand and 6 2
to understand how 1 6
to understand that 2 1
to understand the 4 10
to use all 1 1
to use it 6 2
to use its 1 1
to use the 2 7
to use to 4 1
to verify the 1 2
to violate the 2 4
to vote to 2 1
to walk in 1 1
to weigh the 3 2
to what extent 11 1
to whether the 1 1
to wife tracey 1 1
to withstand the 1 1
to work closely 4 2
to work in 2 2
to work to 1 1
to work with 8 3
to years for 1 1
today there are 1 1
today work in 1 1
told him to 2 1
told reporters that 1 1
told the straits 1 1
too comdr rodriguez 1 1
too early to 1 1
too excited about 2 1
too many people 2 1
too much control 1 1
took over the 2 1
took place in 8 1
took the helm 1 1
tool for the 3 1
tool helps la 1 1
tools and a 2 2
tools that can 4 1
tools to get 1 1
tools to help 4 1
top cop eyeing 1 1
top of a 1 1
top of the 1 3
topanga area first 1 1
total number of 2 3
total of more 1 1
total of the 4 1
tough on crime 8 1
toward law enforcement 2 1
tracey and has 1 1
track property crimes 1 1
tradesman and also 1 1
traffic stop in 2 1
train new recruits 1 1
training division and 1 1
training of the 1 1
transit services bureau 1 1
transportation security administration 6 3
trauma of the 1 1
treatment based on 1 5
tribune content agency 6 4
tried to assuage 1 1
tried to show 1 1
trump administration s 5 3
trump announced a 1 1
trump issued a 1 1
trump s inauguration 3 1
trust is the 2 1
trying to get 4 2
tuesday i hope 1 1
turn to the 1 2
turned out to 3 1
turned to the 1 1
twitter katemather load 2 1
twitter section a 145 1
two and a 1 1
two decades in 1 1
two decades of 1 3
two of the 2 1
two of them 1 1
two years ago 3 2
two years and 1 3
two years later 1 1
two years of 3 3
two years the 2 1
type location and 1 1
type newspaper copyright 425 9
type newspaper journal 10 4
type newswire copyright 23 4
type of crime 2 6
type web publication 3 1
typically brings more 2 1
u s and 5 1
u s attorney 46 2
u s but 2 2
u s census 1 6
u s cities 2 4
u s citizens 4 7
u s constitution 1 1
u s customs 3 3
u s department 6 9
u s federal 1 3
u s government 10 2
u s house 1 1
u s in 4 1
u s no 1 1
u s or 1 1
u s s 1 1
u s senator 1 1
u s supreme 3 2
u s the 2 6
ultimately falls this 1 1
unable to do 2 1
unclear whether the 1 1
under his leadership 4 1
under the control 1 2
under the current 2 2
under the guise 1 1
under the name 1 2
under the national 1 1
under the same 1 2
under the trump 5 1
under u s 2 1
underscore the need 2 1
understanding strategies and 1 1
undocumented immigrants from 2 1
unfortunately property crime 1 1
unintended consequences and 2 1
union members and 2 1
union representing rank 1 1
unit of the 1 1
united states and 6 9
united states attorney 35 1
united states constitution 2 2
united states history 1 1
united states or 1 1
united states since 1 1
united states the 5 4
university of california 5 8
university of washington 1 4
unlikely that these 1 1
unprecedented influx of 1 2
up about percent 3 1
up and down 3 1
up and the 1 1
up for the 3 1
up from about 1 1
up he said 4 1
up in the 6 2
up less than 4 1
up to captain 1 1
up to date 4 2
up to something 5 1
up to the 6 4
up to what 1 1
up too comdr 1 1
upon us a 2 1
upper hand in 1 1
uptick in crime 4 1
upticks in crime 25 1
urged her to 1 1
us a season 2 1
us and the 1 4
us faced with 1 1
us official news 23 1
us to be 2 1
use all available 1 1
use of force 3 24
use of predpol 1 1
use of the 2 7
use social media 1 2
use to determine 6 1
used as a 6 1
used by police 1 2
used in a 3 3
used in the 4 4
used it to 1 2
used only to 1 1
used to be 7 1
used to create 2 2
used to make 2 3
used to track 7 3
uses historical data 1 1
using predictive policing 1 2
valley about percent 1 1
valley also are 1 1
valley and help 1 1
valley area and 1 1
valley bureau in 1 1
valley bureau s 3 1
valley bureau took 1 1
valley deputy chief 1 1
valley knows he 1 1
valley rise in 1 1
valley saw some 1 1
valley sherman said 1 1
valuables inside their 1 1
value in the 1 1
variety of factors 1 1
vast majority of 1 1
ve got to 3 3
ve never been 1 1
vehicle thefts during 1 1
vehicles and encouraging 1 1
vehicles and motor 1 1
version length words 5 2
very difficult environment 1 1
very fabric of 2 1
vested interest in 1 1
veteran of the 3 2
vice president of 9 2
victims across the 2 1
video footage of 5 1
video of the 5 2
view of the 1 5
views of the 1 4
violating the terms 1 1
violations of the 4 6
violations such as 4 1
violence directed against 2 1
violence had recently 1 1
violence in the 4 1
violence stabilized us 1 1
violence will not 1 1
violent crime and 4 2
violent crime at 3 1
violent crime figures 1 1
violent crime improving 1 1
violent crime in 16 2
violent crime is 2 5
violent crime it 1 1
violent crime statistics 8 1
violent crime was 8 1
violent crime which 4 2
violent crimes a 1 1
violent crimes that 2 1
violent in the 1 1
vol no length 1 1
vulnerable in society 1 1
wake of homicides 1 1
wake of the 1 5
walk in the 2 1
want people to 1 1
want to be 7 4
want to do 4 2
want to put 1 2
want to see 3 2
want you to 8 1
wanted to be 2 1
wants to be 6 1
war on drugs 3 27
warrant for his 2 1
was a guest 1 1
was a little 2 1
was a southern 1 1
was a speaker 1 1
was able to 3 3
was also a 4 1
was announced by 1 1
was arrested for 3 1
was at n 1 1
was at the 2 1
was based on 2 4
was believed to 10 2
was carrying a 1 1
was charged with 14 1
was closed for 1 1
was closely involved 1 1
was conducted by 4 1
was employed by 1 1
was established in 3 1
was fatally shot 4 1
was followed by 2 1
was found not 2 1
was found to 3 2
was going on 4 1
was going to 4 2
was identical to 1 1
was important and 1 1
was in a 3 1
was in danger 2 1
was in full 2 1
was in the 13 3
was involved in 6 2
was just a 2 1
was just one 2 1
was looking for 2 1
was not a 3 2
was not an 1 1
was not the 1 1
was one of 19 5
was opposed by 1 1
was organized by 5 1
was quoted as 1 1
was raised in 1 1
was recognized in 1 2
was reported to 1 1
was retaliated against 2 1
was scheduled for 2 1
was sent to 3 1
was shut down 1 1
was still significantly 1 1
was supposed to 4 1
was taken in 2 2
was taken to 6 1
was tapped to 1 1
was the case 6 1
was the creation 1 1
was the first 7 2
was the police 1 1
was to be 2 1
was told to 2 2
was unable to 1 1
was up less 3 1
was used in 1 1
was used to 6 3
was virtually unchanged 1 1
was working with 2 1
washington d c 8 4
washington post digital 1 1
washingtonpost newsweek interactive 1 1
way it was 1 1
way or another 3 1
way that could 2 1
way to go 9 1
way to the 1 2
way up to 1 1
ways for the 2 1
ways to make 10 1
we also have 4 3
we are grateful 1 1
we are in 1 2
we are living 1 3
we are not 1 2
we are thrown 1 1
we can t 3 6
we do not 6 6
we don t 31 5
we have a 7 3
we have in 4 1
we have is 1 1
we have some 2 3
we have to 5 1
we know that 1 1
we ll see 1 1
we need to 9 6
we re just 2 1
we re not 4 3
we re scrutinized 1 1
we re seeing 8 1
we re the 1 1
we shouldn t 3 1
we tell our 1 1
we try to 1 2
we ve never 2 1
we were working 2 3
we will not 2 2
weapon in the 1 1
weapons onto campuses 1 1
web publication copyright 3 1
wednesday new top 1 1
weekly meeting of 1 1
weeks after the 1 2
well as a 6 8
well as criminal 2 2
well as other 2 3
well as social 1 2
well as the 7 11
well aware of 6 1
well be that 1 1
well to do 1 1
went into effect 4 2
went to a 3 2
were able to 20 1
were about even 1 1
were accused of 3 1
were active or 1 1
were allowed to 1 1
were arrested by 1 1
were arrested in 9 1
were associated with 2 1
were charged with 9 1
were committed by 5 1
were confined to 2 1
were expected to 2 1
were in the 10 1
were it not 1 1
were killed by 1 1
were less likely 5 1
were looking for 6 1
were not involved 1 1
were not the 1 1
were threatened with 2 1
were to be 2 2
were trying to 4 1
were under the 1 1
were willing to 1 1
west valley area 4 1
what appears to 3 3
what caused the 2 2
what do you 12 1
what happened in 7 1
what has changed 11 1
what i m 1 1
what i want 1 1
what if it 1 1
what is a 4 1
what is the 3 1
what it is 3 1
what kind of 3 1
what may be 1 1
what seems to 1 1
what technology you 1 1
what they do 5 1
what they re 1 2
what they receive 3 2
what they seem 2 2
what to do 6 3
what was going 2 1
what we re 6 4
what we tell 1 1
what you re 2 1
when a boy 2 1
when asked if 2 1
when compared with 6 2
when darren wilson 4 1
when he shot 2 1
when he was 10 1
when i went 1 1
when it comes 5 28
when people break 1 1
when she refused 1 2
when she was 3 1
when someone is 1 1
when the city 3 1
when they are 7 7
when they re 4 1
when they see 3 1
when they were 4 4
when you re 1 1
where crimes are 1 1
where gangs were 1 1
where he was 5 1
where it s 2 1
where neighbors can 1 1
where there is 1 3
where these boxes 1 1
where they have 1 1
where violence had 1 1
whether it s 3 1
whether it was 2 1
whether law enforcement 6 1
whether there is 2 2
whether they are 1 1
which a crime 1 1
which beck said 1 1
which has been 5 1
which he attributed 1 1
which in turn 1 5
which includes the 3 1
which is why 6 3
which largely have 1 1
which led to 3 2
which police officers 1 3
which resulted in 6 2
which tends to 3 1
which they are 1 3
which works out 1 1
which would prohibit 3 1
while deploying the 1 1
while she was 5 1
while the city 3 1
while there are 3 1
while there is 4 5
while they were 4 1
whites in the 2 1
who are at 4 1
who are in 5 1
who are not 1 1
who are poor 1 1
who are then 6 1
who became a 1 1
who caught the 2 1
who did not 1 3
who died in 4 1
who encounter the 1 1
who fail to 1 1
who grew up 1 1
who had a 4 1
who had all 1 1
who had been 4 2
who has a 2 2
who has been 3 1
who have been 11 7
who have committed 10 1
who heads eight 1 1
who is a 2 1
who is married 1 1
who is not 1 2
who lives in 6 1
who may be 6 3
who may become 4 2
who s been 3 1
who s responsible 1 1
who should be 1 1
who specialize in 1 1
who spoke out 1 1
who thinks that 1 1
who want to 4 2
who was not 3 1
who was raised 1 1
who was the 1 1
who were brought 2 1
who were not 4 1
who will be 1 1
who won the 3 1
who work in 1 1
whole host of 1 1
why so many 4 1
wide range of 11 13
wife tracey and 1 1
will also be 10 1
will always be 6 3
will always succeed 1 1
will be able 4 4
will be covered 2 1
will be on 3 2
will be required 1 2
will be taken 1 1
will continue to 9 1
will find that 4 1
will likely be 2 2
will likely increase 4 1
will mark the 1 1
will never be 3 1
will not be 13 13
will not tolerate 2 1
will now have 1 1
will occur next 1 1
will remain in 4 1
will seek to 1 1
will still be 2 2
wish to be 2 1
with a company 1 1
with a knife 3 1
with a long 1 1
with an open 1 1
with community members 1 1
with county officials 1 1
with each other 6 4
with enforcing the 1 1
with extensive experience 1 1
with his new 1 1
with it now 2 1
with it the 1 2
with its own 1 2
with law enforcement 16 8
with local elected 1 1
with marijuana he 1 1
with mental health 4 1
with metro officers 1 1
with more than 7 3
with only a 1 1
with perceptions of 1 1
with permission from 1 1
with police and 1 2
with police because 2 1
with providing a 2 1
with regard to 3 1
with respect to 3 8
with rising crime 1 1
with such a 3 1
with that of 6 1
with the best 4 1
with the chief 1 2
with the city 7 5
with the community 2 3
with the county 1 7
with the criminal 1 1
with the current 1 2
with the department 11 2
with the exception 1 1
with the first 2 1
with the goal 1 3
with the help 1 3
with the highest 2 1
with the hot 2 1
with the intent 6 1
with the killed 1 1
with the lapd 4 1
with the law 4 11
with the legal 1 1
with the legalisation 1 1
with the new 3 2
with the officer 2 3
with the other 1 2
with the park 2 1
with the police 2 18
with the potential 10 1
with the rest 1 1
with the rise 2 1
with the same 17 3
with the team 2 1
with the third 4 1
with the times 4 2
with the u 2 1
with thousands of 9 1
with too many 1 1
within the city 7 1
within the department 2 9
within the lapd 2 2
within the scope 1 1
woman who has 3 1
woman who lives 1 1
woman who was 5 1
women in the 2 2
won t fix 1 1
won t know 1 1
words abstract meet 1 1
words dateline new 19 4
words it is 1 1
words overall crime 1 1
work and then 1 1
work beck said 1 1
work cut out 1 1
work for the 1 2
work in a 1 2
work in the 5 4
work of the 2 2
work on the 2 1
work with the 2 4
worked as a 10 1
worked his way 1 1
worked with the 1 4
working closely with 6 1
working for the 1 1
working in the 1 3
working on a 4 1
working with the 2 5
works for the 3 1
works out to 1 1
world congress he 1 1
world congress publication 1 1
worst cases the 1 1
worst mass shooting 2 1
would appear to 2 3
would be detrimental 3 1
would be in 3 2
would be made 2 1
would be required 1 1
would be the 1 5
would be wise 1 1
would come from 5 1
would create a 2 2
would double the 1 1
would face a 6 1
would force the 2 1
would have been 6 1
would have to 10 9
would like to 1 8
would make the 2 1
would need to 2 4
would not be 9 6
would not have 10 5
would say that 1 1
would see crime 1 1
would still be 4 2
would still have 1 1
wouldn t get 1 1
wouldn t have 1 2
wouldn t say 1 1
wp content uploads 1 11
www lapdonline org 3 1
www latimes com 3 8
year a number 1 1
year according to 7 1
year beck said 1 1
year before beck 2 1
year has been 1 1
year in the 3 2
year is a 2 2
year it will 1 1
year old african 2 2
year old girl 6 1
year old son 2 2
year sherman said 1 1
year the city 4 1
year to the 2 1
year up from 9 1
year veteran of 3 1
year was one 2 1
years after a 1 2
years all of 1 1
years because police 1 1
years before the 6 1
years experience in 1 1
years he has 2 1
years john is 1 1
years of declines 4 1
years of experience 1 1
years of probation 2 1
yesterday at the 1 1
yet some crime 1 1
yet to be 9 2
york for example 1 1
york in the 1 2
york police department 3 4
you are being 3 1
you are doing 1 1
you believe in 1 1
you can learn 2 1
you can provide 1 1
you can t 8 2
you don t 6 2
you get you 1 1
you have or 1 1
you have to 1 4
you know they 2 1
you ll still 1 1
you need to 1 1
you re going 3 4
you re not 4 1
you to know 4 1
you ve got 1 3
you want to 1 3
young men in 1 4
young people and 1 1
your drug habit 1 1
youth in the 1 5
yusof section home 1 1
zaihan mohamed yusof 1 1
zone publication type 1 1
