of 1 of 1
any kind 3 5
any legal 1 2
any major 3 2
any more 7 2
any number 2 3
any of 21 14
any other 10 20
any particular 8 5
any person 1 1
any potential 1 2
any public 4 2
any query 16 7
any steps 1 2
any terms 1 1
any time 4 4
any use 1 1
anyone can 2 2
anyone to 5 3
anyone who 5 3
anything but 1 2
anything else 1 4
anything in 2 1
anything other 8 1
anything that 2 3
anything to 2 2
apart from 1 2
apartment building 14 1
app that 1 7
appeal to 2 1
appear in 13 2
appear to 12 20
appeared in 9 1
appeared to 10 4
appearing at 2 1
appears that 3 2
appears to 16 9
appellate court 2 1
application and 1 1
application of 1 23
applications for 3 2
applies to 1 6
apply for 3 2
apply to 3 8
appreciated the 2 1
approach to 7 32
approached by 2 3
approaches to 8 14
approaching the 2 1
appropriate as 1 1
approval of 2 1
approved by 9 1
approximately a 4 1
april language 44 2
april monday 1 1
april th 1 1
april the 2 1
april wednesday 11 1
are a 14 19
are able 2 4
are actually 6 2
are all 7 4
are allowed 1 2
are already 8 9
are also 12 27
are among 6 3
are and 1 2
are as 1 3
are at 7 7
are available 1 2
are based 4 10
are becoming 2 3
are being 17 7
are believed 2 1
are both 8 4
are certain 2 1
are coming 3 2
are completely 2 1
are concerned 1 2
are considered 5 2
are currently 8 1
are deeply 1 1
are designed 1 4
are different 1 1
are doing 5 5
are due 2 3
are entitled 1 4
are escalating 1 1
are essential 1 1
are expected 12 2
are facing 1 1
are far 3 2
are fears 1 1
are found 5 3
are frequently 1 2
are going 4 3
are grateful 1 1
are happening 1 1
are human 1 2
are in 19 15
are increasingly 1 9
are investigating 12 3
are just 2 5
are known 1 2
are legitimate 1 1
are less 2 10
are limited 1 3
are living 1 3
are looking 8 6
are made 2 6
are making 5 5
are managed 3 2
are mandated 1 1
are more 7 28
are much 1 1
are my 1 2
are needed 3 2
are never 2 1
are no 12 6
are not 35 91
are now 6 12
are often 8 21
are on 3 1
are only 6 1
are or 1 2
are other 7 1
are part 12 4
are particularly 1 6
are planning 7 1
are poor 1 1
are property 1 1
are rare 1 2
are referred 2 1
are related 5 1
are required 1 1
are responsible 1 2
are seeking 4 2
are serious 5 3
are serving 3 1
are set 1 1
are similar 11 1
are so 3 5
are some 2 3
are somehow 2 1
are still 16 4
are subject 1 5
are supposed 2 3
are suspected 3 1
are taking 2 3
are that 6 2
are the 36 25
are then 6 3
are there 1 3
are those 5 3
are thrown 1 1
are tied 1 1
are too 2 5
are trained 1 1
are trying 13 3
are two 3 2
are u 4 1
are under 2 3
are up 11 2
are useful 6 1
are using 16 5
are usually 4 2
are very 13 5
are ways 4 1
are we 1 1
are well 7 4
are working 5 4
are you 10 5
area a 7 1
area and 22 4
area are 1 1
area before 1 1
area first 2 1
area for 1 1
area is 2 1
area of 26 11
area the 4 2
area to 5 1
area was 1 1
areas as 3 3
areas depicted 1 1
areas he 2 2
areas in 2 1
areas is 1 1
areas of 9 31
areas the 2 2
areas where 2 10
areas which 1 1
aren t 17 4
arena and 1 1
arena in 1 1
argue that 1 21
argued that 9 23
argued the 1 1
arguing that 12 39
argument against 2 3
argument at 2 1
argument that 8 8
argument the 2 1
arguments that 2 3
arizona as 1 1
arm was 2 1
armor and 1 1
arms race 3 1
around a 25 3
around p 8 1
around the 40 12
around them 1 2
arrangements for 1 2
arrest and 15 8
arrest by 2 1
arrest for 1 1
arrest her 1 1
arrest is 7 1
arrest made 1 1
arrest of 27 1
arrest potential 1 1
arrest the 13 2
arrest warrant 10 4
arrest was 4 1
arrested a 14 1
arrested and 10 3
arrested as 1 1
arrested by 9 2
arrested for 15 3
arrested him 10 1
arrested in 48 2
arrested over 2 1
arrested the 8 1
arrested them 1 1
arrested were 4 1
arrests and 6 12
arrests are 6 2
arrests as 4 2
arrests but 7 1
arrests followed 1 1
arrests for 8 3
arrests however 3 1
arrests in 8 5
arrests or 1 1
arrests the 2 1
article or 16 7
as a 285 327
as adults 1 1
as african 5 1
as an 31 45
as any 2 5
as being 3 10
as can 1 1
as captain 1 1
as causes 1 1
as central 1 1
as chicago 1 2
as compared 1 2
as crime 3 4
as criminal 2 5
as early 3 2
as easily 1 2
as evidence 1 4
as focused 1 1
as for 7 5
as government 6 3
as having 12 1
as he 49 5
as her 2 1
as i 10 7
as if 11 8
as immigration 2 1
as in 9 12
as initially 2 1
as it 10 27
as justification 1 1
as juvenile 1 1
as less 5 3
as long 10 8
as los 6 1
as low 2 1
as many 21 5
as minor 5 1
as more 5 6
as much 16 14
as multiple 3 1
as necessary 3 2
as not 2 1
as of 19 4
as one 10 9
as opposed 3 9
as other 2 3
as our 1 2
as parole 2 1
as part 45 21
as people 1 2
as police 3 7
as possible 20 9
as president 3 2
as problematic 3 1
as proposed 1 1
as race 2 7
as san 1 1
as saying 1 3
as senior 3 1
as she 9 2
as similar 1 2
as simple 18 2
as social 1 7
as some 10 4
as soon 2 2
as state 3 5
as such 2 6
as that 1 5
as the 123 157
as their 1 2
as they 10 25
as this 12 7
as threat 2 1
as to 3 19
as traffic 6 1
as two 5 1
as useful 1 1
as was 5 3
as we 23 11
as well 102 106
as when 1 3
as whether 1 1
as you 5 2
asian americans 27 1
ask for 7 1
asked by 3 1
asked for 7 3
asked her 4 1
asked if 7 1
asked the 9 4
asked to 24 5
asked whether 1 1
asking for 7 1
asking the 4 1
aspect of 1 8
aspects of 1 31
aspires to 2 1
assaults he 1 1
assert that 2 2
asserted that 1 2
assess risk 1 4
assess the 1 10
assessment and 1 1
assessment of 1 14
assigned a 4 1
assigned to 12 6
assist in 2 5
assistance because 1 1
assistance from 5 2
assistance in 1 1
assistance to 2 2
assistance with 2 1
assistant chief 5 5
assistant commanding 1 1
assistant to 1 1
assisted diversion 1 4
associate justice 6 1
associated press 83 5
associated violence 2 1
associated with 16 35
association and 1 6
association for 5 2
association is 1 1
association of 21 6
association with 2 3
associations can 3 1
assurance that 1 1
at a 223 59
at about 5 1
at all 16 20
at an 26 12
at another 1 1
at around 2 3
at but 1 2
at by 2 1
at cal 14 1
at conferences 1 1
at content 1 1
at crime 2 1
at different 2 4
at during 2 1
at e 2 1
at each 1 3
at every 2 1
at first 3 7
at for 3 9
at hand 2 1
at high 1 1
at his 30 1
at home 2 1
at http 5 2
at i 1 1
at it 5 4
at its 2 8
at l 1 1
at large 12 1
at least 78 75
at mary 6 1
at more 6 1
at my 2 1
at n 3 416
at night 2 2
at odds 4 1
at officers 4 1
at one 5 4
at our 1 1
at play 1 3
at police 2 7
at random 2 1
at reduced 1 1
at risk 18 16
at several 3 1
at some 7 4
at that 10 3
at the 438 210
at their 7 4
at this 12 13
at three 3 1
at times 4 10
at washington 1 2
at which 4 4
at www 3 2
atlanta boston 1 1
attached to 6 2
attack in 1 3
attack on 8 5
attacked by 1 1
attacks in 2 1
attacks on 8 2
attacks that 2 1
attempt to 28 23
attempted to 22 13
attempting to 9 7
attempts to 6 8
attend a 1 1
attend the 7 1
attention of 8 1
attention to 12 13
attention toward 1 1
attitude toward 1 1
attorney for 9 1
attorney gen 3 1
attorney general 24 8
attorney s 124 5
attorneys general 3 3
attribute the 1 2
attributed in 1 1
attributed the 4 1
attributed to 3 6
audits of 5 1
aug http 1 18
augment police 1 1
august for 1 1
august in 2 1
august language 50 2
august of 1 1
august the 2 1
august tuesday 9 1
author and 2 2
author of 6 6
authored the 5 1
authorities and 2 4
authorities are 9 5
authorities at 1 1
authorities have 7 1
authorities that 1 1
authorities the 4 4
authorities to 7 4
authority in 2 7
authority the 1 3
authority to 2 16
authorized to 2 2
authorizing the 2 3
authors of 2 1
available but 1 2
available for 7 5
available in 1 5
available the 1 1
available to 10 16
available tools 1 1
average of 3 1
avoid a 2 3
avoid the 1 9
award from 5 2
award winning 2 2
awarded a 1 1
awarded to 1 1
aware of 14 12
aware that 2 1
away from 26 14
away the 6 1
b a 1 5
b b 8 2
b pg 38 1
b through 1 1
bachelor s 1 5
back and 6 1
back but 1 3
back in 21 3
back into 3 2
back of 6 7
back on 7 3
back seat 2 1
back the 9 2
back to 78 10
back toward 1 1
back up 5 1
back with 1 1
backers of 8 1
background check 3 8
background checks 5 1
background of 1 3
bad check 1 1
bad thing 1 2
badge and 3 1
bail and 11 1
bail for 1 1
bait and 2 1
balance between 7 3
baltimore and 3 2
ban on 2 1
bar association 6 2
barack obama 4 4
barred from 2 1
based at 5 1
based crime 2 1
based groups 1 3
based in 8 6
based its 1 1
based on 74 157
based organizations 2 2
based policy 4 1
based upon 6 10
bases of 2 2
basis of 1 53
basis the 1 1
basketball players 3 1
bay area 14 1
bay times 9 1
be a 56 47
be able 24 24
be addressed 10 3
be an 9 11
be analyzed 1 6
be and 1 3
be another 2 1
be around 1 1
be arrested 1 6
be as 2 2
be asked 4 1
be assaulted 1 1
be assigned 5 2
be at 4 7
be aware 2 4
be based 7 4
be better 6 8
be black 1 1
be brought 7 1
be changed 3 1
be clear 8 5
be considered 19 9
be consistent 1 2
be continuing 2 1
be covered 2 1
be destroyed 1 1
be detained 2 1
be determined 3 4
be detrimental 3 1
be difficult 2 3
be disclosed 6 6
be doing 7 2
be done 2 4
be driving 3 1
be effective 3 4
be established 1 1
be far 1 1
be forced 4 2
be found 2 10
be given 2 6
be handled 1 2
be heard 7 2
be held 13 2
be identified 2 6
be ill 1 1
be immediately 2 1
be in 21 6
be included 3 3
be investigated 2 2
be involved 2 5
be it 5 4
be kept 4 2
be legal 1 1
be legally 2 3
be less 10 5
be like 4 3
be linked 3 1
be made 3 15
be met 1 2
be misused 1 2
be more 2 18
be most 2 1
be motivated 3 1
be much 2 2
be not 1 1
be offered 2 1
be on 9 4
be one 1 3
be part 6 2
be placed 3 2
be possible 2 7
be presented 2 2
be provided 4 2
be published 2 1
be punished 2 1
be put 2 3
be questioned 1 1
be reached 12 4
be reduced 2 1
be released 8 1
be replaced 2 4
be reported 2 1
be required 3 7
be resolved 1 1
be right 1 3
be running 1 1
be safe 5 1
be said 1 2
be seen 4 11
be sent 2 1
be sentenced 6 1
be served 3 1
be severely 2 1
be so 2 5
be subject 5 3
be subjected 1 6
be successful 1 1
be supervised 2 1
be taken 21 11
be targeted 11 1
be temporary 2 1
be that 4 7
be the 27 29
be there 3 2
be to 2 8
be tolerated 3 1
be transient 2 1
be treated 1 5
be true 2 2
be used 14 53
be using 2 1
be very 6 1
be weighed 1 1
be wise 1 1
be working 2 1
be worried 1 3
beach police 18 2
beach s 2 1
bear the 4 1
beauty of 1 1
became a 13 3
became involved 1 1
became the 7 3
because a 2 1
because an 1 1
because for 1 1
because he 15 7
because her 1 1
because his 1 2
because i 7 5
because in 4 1
because it 22 30
because many 1 3
because not 1 1
because of 73 48
because people 3 1
because police 2 7
because she 10 2
because so 1 1
because that 1 3
because the 37 41
because their 5 3
because there 5 5
because these 1 4
because they 32 32
because those 4 2
because we 7 1
because you 1 1
beck also 8 1
beck announced 1 1
beck crime 2 1
beck said 107 6
beck to 1 1
become a 8 9
become involved 3 2
become more 14 13
becoming a 11 4
becoming an 2 1
bedrock of 1 1
beefed up 1 1
been a 19 17
been able 1 3
been achieved 1 1
been added 3 2
been adopted 4 1
been alleged 1 2
been an 5 6
been before 1 1
been building 1 1
been but 2 1
been charged 15 1
been classified 4 2
been conducted 1 1
been deemed 1 1
been engaged 1 1
been established 2 2
been examined 1 1
been exploited 4 1
been fired 1 4
been focused 2 4
been found 6 2
been going 2 1
been hit 6 1
been identified 5 1
been in 17 5
been involved 10 1
been isolated 1 1
been jailed 3 1
been lowered 1 1
been made 8 8
been making 3 1
been more 1 2
been nearly 3 1
been no 5 2
been part 4 1
been placed 1 1
been promoted 2 1
been providing 1 2
been seen 2 2
been taken 3 3
been that 4 3
been the 15 7
been to 1 1
been used 3 10
been violent 1 1
been working 5 5
before a 10 3
before an 1 1
before beck 2 1
before being 9 2
before it 13 6
before load 2 1
before making 1 2
before moving 1 1
before of 3 1
before serving 1 1
before the 31 23
before their 4 1
before they 5 9
before we 2 1
began an 2 1
began as 4 1
began in 8 5
began the 3 1
began to 6 7
began with 4 1
began working 1 1
begin to 1 8
beginning a 1 1
beginning and 1 1
beginning in 2 3
beginning of 11 5
begins to 1 2
begun to 2 11
behalf of 11 6
behave in 1 4
behavior and 1 5
behavior in 1 1
behavior including 1 1
behavior is 1 1
behavior it 2 1
behavior of 3 4
behavior to 1 1
behind a 6 1
behind the 21 9
beholden to 1 1
being a 5 10
being an 2 1
being arrested 6 2
being black 8 1
being committed 2 1
being detained 1 1
being distributed 1 1
being done 3 3
being fired 1 1
being in 5 1
being investigated 2 1
being involved 2 2
being killed 1 1
being offered 1 1
being one 1 1
being policed 1 1
being promoted 4 1
being so 2 2
being targeted 5 1
being the 5 3
being told 1 1
being used 6 5
being victimized 4 1
belief that 2 10
beliefs and 1 2
believe in 20 2
believe our 3 1
believe that 9 14
believe the 3 4
believe they 2 3
believed to 24 6
believes in 2 1
believes that 8 6
below percent 1 1
below the 7 1
bench warrants 2 2
benefit from 3 8
benefit of 2 5
benefits and 5 8
benefits is 6 1
benefits of 6 43
benefits to 4 11
berkeley and 8 1
bernardino california 1 1
bernardino county 16 1
beset by 1 1
best known 6 1
best to 5 2
best way 1 3
better than 4 3
better understand 1 3
between a 1 4
between and 13 15
between communities 1 1
between groups 3 1
between may 1 2
between people 3 1
between the 25 72
beverly hills 28 1
beyond a 3 1
beyond that 1 1
beyond the 10 16
beyond their 3 1
bgazzar on 23 1
bgazzar scng 23 1
bias byline 1 1
big and 3 1
big cities 3 1
big deal 1 1
big difference 3 1
big part 1 2
bigger euphoric 1 1
biggest numbers 1 1
biggest problem 1 1
bill s 13 1
bill signed 1 1
bill that 10 1
bill was 1 2
bill would 5 2
billions of 1 5
biometric screening 1 1
birth of 1 4
bit of 1 1
black and 2 28
black citizens 1 2
black family 1 3
black man 10 4
black men 5 10
black or 2 1
black people 4 6
black population 1 3
black suspects 5 2
black woman 1 3
blacks in 2 1
blacks it 2 1
blame for 10 2
blamed the 1 1
blend into 1 1
block the 9 2
blocked by 1 1
blocking the 4 1
blood of 2 2
blue line 6 2
blue ribbon 10 4
board a 1 1
board meeting 4 1
board meetings 1 3
board of 33 13
board s 4 1
bodies of 1 1
bodily harm 4 2
body and 1 1
body cameras 4 3
body is 6 1
body of 7 14
book and 1 2
boom in 1 1
border protection 11 1
border security 1 5
born and 1 1
born in 9 5
bosses on 1 1
both agencies 2 1
both and 1 1
both cases 1 3
both in 2 4
both of 14 4
both the 12 21
both to 1 7
both were 2 1
bottom line 2 1
bought and 1 1
boundaries of 1 3
box an 1 1
box in 1 1
box which 1 1
boxes are 1 1
boy the 1 1
boy who 7 1
branch of 12 2
branches of 1 1
brass beck 1 1
break into 2 3
break out 2 1
break up 2 4
breakdown of 2 2
breaking news 1 3
brenda gazzar 24 1
brian k 1 2
bricks and 5 2
brief and 1 1
bring that 1 1
bring the 3 2
bring them 1 1
brings more 3 1
broke out 10 1
brother s 6 2
brothers one 1 1
brought about 1 1
brought in 1 4
brought on 11 4
brought the 4 1
brought together 1 3
brown as 1 1
brown in 3 1
brown s 3 1
brown the 1 1
brown to 2 1
brutality and 1 2
budget and 3 3
budget presentation 2 1
build a 4 4
build relationships 1 1
build trust 8 3
building in 12 2
built an 1 2
built environment 2 1
built on 1 3
bulk of 3 2
bulletproof vests 1 2
bunch of 5 1
burdens on 1 3
bureau in 1 2
bureau of 34 15
bureau s 4 3
bureau the 8 1
bureau took 1 1
bureau with 1 1
burglaries and 1 1
burglaries theft 1 1
burglary and 7 1
bus station 10 2
bus stop 8 2
business and 5 4
business beat 1 2
business districts 3 2
business in 4 1
business is 1 1
business of 2 2
business to 7 3
businesses and 1 5
businesses as 1 1
businesses in 12 1
businesses to 3 3
but a 16 5
but about 5 1
but after 5 3
but also 15 58
but are 1 10
but as 14 6
but at 1 3
but because 1 4
but both 1 1
but could 1 2
but data 2 1
but declined 2 1
but didn 1 1
but do 5 2
but even 2 5
but given 3 1
but had 1 1
but have 1 2
but he 32 5
but his 2 1
but hopes 2 1
but i 28 3
but if 1 4
but in 11 5
but instead 3 11
but is 5 5
but it 46 43
but its 1 1
but just 5 1
but many 11 1
but much 1 2
but my 2 2
but never 3 1
but no 9 1
but not 12 22
but now 6 1
but on 4 4
but one 2 5
but only 2 1
but over 1 1
but police 12 1
but property 3 1
but rather 1 13
but she 7 3
but should 2 2
but some 15 3
but still 6 2
but such 1 4
but that 12 12
but the 94 47
but their 4 4
but there 11 9
but these 1 6
but they 24 23
but this 3 10
but those 4 2
but to 8 7
but today 5 1
but ultimately 1 2
but we 17 6
but were 8 1
but what 5 2
but when 4 9
but who 6 2
but why 1 1
but with 3 8
but would 1 3
but you 6 3
buzzfeed news 2 2
by a 102 58
by adding 1 1
by allowing 4 2
by amanda 1 1
by an 29 13
by any 9 1
by anything 1 1
by automated 12 4
by bringing 2 1
by brown 3 4
by building 2 2
by businesses 3 1
by calling 2 2
by civil 3 2
by committing 2 1
by community 1 1
by comparing 6 3
by contrast 1 8
by declining 1 1
by edward 1 1
by far 2 1
by federal 2 9
by feet 1 1
by fighting 2 2
by gov 4 1
by gunfire 1 1
by her 6 2
by his 13 8
by ht 1 1
by immigration 3 1
by imposing 1 2
by in 1 3
by increasing 1 2
by individuals 1 2
by it 2 2
by its 4 7
by john 2 1
by law 11 11
by legal 1 2
by looking 1 2
by making 1 6
by members 12 1
by michael 6 1
by multiple 3 1
by not 6 1
by offering 5 2
by officers 2 3
by other 5 8
by people 4 1
by percent 26 2
by police 30 21
by presenting 1 1
by president 1 6
by private 4 4
by professor 5 2
by providing 2 8
by putting 1 1
by race 6 10
by roughly 1 2
by san 3 1
by seizing 1 1
by several 2 1
by some 4 3
by state 7 3
by the 284 238
by their 6 10
by then 5 1
by this 6 2
by those 2 2
by tribune 6 4
by trump 4 2
by two 13 1
by urban 1 1
by using 5 7
by various 1 1
by violence 3 2
by violent 1 1
by what 3 4
by which 1 6
byline brenda 23 1
byline kate 3 1
byline zaihan 1 1
byproduct of 4 1
c c 4 2
c l 1 16
c r 2 11
c the 5 4
california a 8 1
california and 31 1
california at 1 2
california cities 16 1
california crime 1 1
california for 4 1
california had 2 1
california in 10 3
california los 7 1
california metro 26 1
california s 27 7
california state 16 1
california the 5 1
call for 3 12
call it 7 2
call on 2 1
call the 18 15
called for 18 7
called me 7 1
called police 5 1
called the 14 14
called to 6 1
calling for 11 4
calling s 1 1
calling the 2 2
calls a 1 1
calls about 2 1
calls for 17 14
calls into 1 2
calls s 1 1
calls the 1 2
calls to 3 1
came across 1 1
came at 1 1
came from 7 3
came on 2 1
came to 7 8
came up 1 2
camera footage 4 1
cameras and 4 1
campaign for 2 1
campaign he 4 1
campaign led 1 1
campaign to 1 2
can affect 1 2
can also 8 23
can and 2 6
