of 1 of 1
should best 1 1
should consider 2 1
should engage 1 1
should have 9 1
should not 14 2
should take 14 1
show a 3 1
show the 4 1
showed that 9 4
showing that 3 1
shown that 3 1
shows a 1 1
shows how 2 2
shows that 6 3
side of 7 1
significant body 1 1
significant change 2 1
significant features 1 1
significant is 1 1
significantly more 3 1
significantly related 1 1
signs of 5 1
similar approaches 2 2
similar but 1 1
similar efforts 1 1
similar results 3 1
similar technology 1 1
similar to 25 2
similarly this 1 1
simple as 1 1
simply because 4 1
simply does 1 1
simply not 6 2
since its 2 1
since the 35 8
since then 8 4
sister and 1 1
sites to 1 1
situation in 1 1
situation where 1 2
situational awareness 7 1
situations and 4 1
six months 17 5
six years 4 1
size and 1 8
size fits 1 1
size of 10 4
skill in 1 1
skills and 3 3
skills of 1 2
sklansky the 2 2
skogan and 2 27
skogan wesley 3 2
slightly different 1 1
small and 3 4
small but 3 1
small number 6 1
small numbers 1 1
so by 2 2
so called 4 2
so far 12 3
so for 3 1
so he 3 1
so in 5 1
so many 6 2
so much 17 3
so on 2 2
so that 12 9
so the 9 1
so this 2 1
so too 2 1
so we 6 2
so what 1 2
so with 2 4
social conditions 3 1
social control 5 1
social costs 1 1
social economic 1 1
social networking 8 1
social problems 16 1
social science 8 7
social scientists 7 2
society of 12 3
society review 2 5
sociological review 4 3
software company 1 1
software for 2 1
software to 9 2
solicitation predictive 1 1
solve a 4 2
solve problems 4 2
solve the 1 1
solving a 3 1
solving and 2 1
solving in 1 1
some analysts 3 1
some cases 4 2
some cities 7 1
some communities 2 1
some departments 1 1
some emergency 2 1
some evidence 2 3
some extent 6 2
some have 5 5
some in 1 1
some of 84 13
some police 11 1
some sophisticated 1 1
some things 1 1
some violent 1 2
something else 2 1
something new 2 1
something other 1 1
sometimes called 2 1
sometimes the 1 1
soon as 5 1
soon there 1 1
sophisticated computer 2 2
sophisticated than 2 2
sort in 1 1
sort of 7 7
sorts of 6 5
sound of 1 1
source of 13 4
sources in 2 1
sources of 8 4
sources or 1 1
spare time 1 1
speak to 7 2
specialized in 1 1
specialized units 1 1
specializing in 1 1
specific areas 4 1
spelman and 2 2
spelman william 3 1
spend time 4 1
spent on 1 1
spent several 2 1
spikes in 1 4
spots and 6 2
spots at 1 1
spots of 7 3
spots policing 7 8
spots that 2 1
spots the 2 1
squad cars 1 1
staff of 2 1
staff than 1 2
staff writer 2 2
staffing and 5 1
staffing levels 3 3
stakeholders and 1 1
standard approaches 1 1
standard in 1 1
standard model 4 5
standard policing 1 3
standards of 5 4
stands to 4 1
stanford ca 1 1
stanford university 2 1
star tribune 1 4
start in 1 4
start of 1 1
started in 5 1
started testing 2 2
starting in 2 1
state and 31 21
state has 2 1
state of 13 4
state university 6 1
stated another 1 1
states a 3 1
states and 20 1
states as 4 2
states f 3 1
states is 2 1
states of 2 1
states that 9 1
states with 3 1
station in 1 1
stations and 1 2
statistical learning 1 1
statistical model 2 4
statistically significant 9 2
status and 6 1
status in 2 1
steal from 1 4
step in 2 1
stephen baxter 3 5
stephen d 3 21
steven a 1 1
still be 8 1
still in 10 1
stop before 1 2
stop to 2 1
stops and 12 1
storm to 1 1
strategies and 6 10
strategies are 2 1
strategies for 5 1
strategies have 1 1
strategies in 2 1
strategies such 1 1
strategies that 7 1
strategies to 3 2
strategy and 5 1
strategy of 6 2
strategy that 1 2
strategy was 3 1
strawberry pop 1 3
street cops 2 1
street level 10 7
street officers 1 2
streets and 2 1
strength of 3 1
strengthening of 1 3
strike next 1 2
string of 1 1
strongly influenced 1 1
structural elements 1 1
structure and 4 3
structure may 1 1
structure of 4 20
structure the 1 3
structured and 1 1
structures of 4 2
struggle to 3 3
struggling with 2 2
students of 1 2
studies are 2 3
studies concluded 1 1
studies have 2 7
studies in 2 1
studies indicate 2 1
studies of 7 13
studies that 2 4
studies the 1 2
studies to 2 1
study found 8 1
study in 5 1
study of 34 12
study the 3 2
study which 1 1
style of 4 1
subject of 8 1
subject to 33 2
subjected to 6 1
subscribe to 2 2
substantial number 1 1
substantial resources 1 1
substantially in 1 1
substantially less 1 1
succeed in 1 1
success but 1 1
success here 1 1
success in 9 2
success is 2 1
success of 10 2
success the 1 1
success we 2 1
success with 4 1
successful in 6 1
such a 47 10
such an 3 1
such areas 1 1
such as 234 46
such changes 1 1
such police 4 1
such proposals 1 1
such research 1 3
such surveillance 1 1
such technology 1 1
such that 15 1
sufficient evidence 3 1
sufficient to 6 2
suggest that 23 9
suggested that 17 3
suggested the 2 1
suggesting that 8 3
suggests that 31 9
suited to 4 2
summary report 1 1
superiority of 1 1
supervision and 22 1
supervision of 2 1
support and 12 3
support for 15 4
support in 3 1
support of 9 5
support systems 2 1
support the 12 2
support to 3 1
supported by 8 2
supporting research 1 1
supports the 4 1
supreme court 101 1
surprised and 1 1
surprising that 1 1
surveillance and 19 2
surveillance as 2 1
surveillance based 1 1
surveillance of 17 1
surveillance technologies 7 3
surveillance was 1 1
survey found 1 1
survey of 11 9
surveys and 1 1
surveys of 1 6
susan hartnett 1 1
susceptible to 5 2
suspects and 2 1
suspicion of 10 1
sustain a 2 1
sworn officers 2 2
sworn personnel 4 4
sworn public 1 1
system and 11 3
system for 6 1
system in 13 3
system is 16 3
system may 2 1
system not 1 1
system of 10 6
system that 17 3
system to 6 2
system will 5 2
system with 1 1
system would 1 1
systematic observation 1 2
systematic review 11 1
systems are 1 1
systems in 3 4
systems is 1 1
systems n 5 1
systems of 2 1
systems that 6 5
systems to 2 1
systems with 2 1
t have 9 4
t know 9 3
t what 1 1
t work 2 3
tactics and 1 2
tactics are 1 1
take a 11 1
take advantage 3 4
take care 1 1
take into 2 1
take the 3 1
taken by 1 1
taken for 2 1
taken into 5 2
taken place 5 1
takes a 5 1
takes place 7 1
takes time 3 1
taking a 3 1
tale of 2 1
talk about 6 4
tangible benefits 2 1
target the 2 1
targeted crime 1 2
targeted for 1 1
targeted patrol 1 1
targeted policing 1 1
task of 2 1
team of 7 2
techniques are 4 1
techniques for 2 1
techniques have 1 2
technological advances 3 1
technologies and 5 6
technologies are 6 2
technologies at 1 1
technologies can 1 2
technologies for 6 2
technologies have 2 4
technologies in 3 5
technologies is 3 2
technologies may 1 4
technologies such 5 3
technologies that 1 1
technologies to 7 3
technologies under 2 1
technology and 11 2
technology based 1 2
technology but 3 1
technology has 9 5
technology in 6 6
technology is 22 3
technology it 1 1
technology may 2 1
technology of 2 1
technology on 1 4
technology section 2 1
technology that 7 3
technology the 4 2
technology to 16 3
technology while 1 2
technology will 6 1
telephone and 1 1
tell us 2 5
tells us 2 1
tend to 34 11
tended to 2 3
tends to 10 1
tennenbaum abraham 1 1
tens of 3 1
tension between 1 3
terms it 1 1
terms of 23 6
terrain for 1 1
terrorists and 3 1
test of 14 2
test the 10 2
testing and 10 1
testing in 1 2
testing of 2 1
testing such 1 1
testing the 14 2
tests and 3 1
tests of 16 2
tests or 1 1
text the 1 1
th ed 5 2
than a 25 6
than assuming 1 1
than ever 5 1
than for 2 1
than half 8 1
than in 18 4
than it 6 2
than million 5 1
than months 1 1
than on 8 1
than other 2 1
than percent 4 1
than predicted 1 2
than that 8 2
than the 51 6
than their 3 3
than they 16 1
than times 1 1
than to 3 3
than twice 1 1
than we 2 2
than what 5 1
than when 1 1
than with 1 1
that a 104 12
that advocates 1 1
that also 5 1
that although 3 4
that americans 1 1
that among 2 1
that an 34 3
that appeared 1 1
that are 58 19
that area 7 2
that as 11 2
that at 4 1
that based 2 1
that big 3 1
that both 1 1
that by 8 3
that can 34 6
that cannot 1 1
that car 1 2
that certain 6 2
that changes 1 1
that come 1 1
that community 2 3
that compares 1 1
that contemporary 2 1
that could 31 1
that create 3 2
that crime 26 8
that day 12 2
that developed 1 3
that do 10 3
that does 1 1
that don 2 1
that early 1 1
that emerge 2 1
that enable 1 1
that everyone 3 1
that evidence 8 1
that federal 1 1
that first 1 3
that focuses 3 1
that for 1 1
that forecast 1 1
that found 1 1
that gives 1 2
that go 2 1
that had 24 3
that half 1 1
that has 28 2
that have 29 10
that he 35 2
that help 2 2
that his 9 1
that i 15 2
that in 25 9
that included 1 1
that includes 4 1
that is 111 18
that it 75 16
that its 5 1
that keeps 2 2
that knowledge 1 7
that led 3 1
that lists 1 1
that little 1 1
that made 2 1
that makes 4 2
that many 11 4
that may 29 10
that measures 1 1
that merely 1 1
that might 14 7
that more 4 2
that most 7 4
that much 2 3
that new 5 2
that occurred 3 1
that of 19 7
that offer 1 1
that officers 9 10
that one 12 2
that our 12 1
that pattern 1 1
that people 9 2
that percent 4 3
that placed 1 1
that police 32 14
that policing 3 1
that preceded 1 1
that predict 5 1
that predictive 13 1
that provide 2 1
that public 2 2
that receive 1 1
that reduces 1 1
that repeat 2 4
that requires 3 1
that respect 2 1
that routine 1 1
that s 59 7
that shape 2 1
that shifts 2 1
that should 4 1
that since 1 2
that some 19 1
that strategy 1 1
that such 15 3
that system 2 1
that technological 1 2
that technology 4 1
that the 399 47
that there 42 11
that these 23 6
that they 56 21
that this 25 3
that those 6 1
that track 1 1
that undermines 1 1
that used 1 2
that uses 2 2
that was 14 1
that we 39 5
that were 11 2
that what 3 1
that when 11 4
that where 2 1
that will 23 1
that work 2 1
that would 23 1
the ability 35 2
the above 3 2
the absence 11 6
the abstract 3 1
the abuse 5 1
the action 3 1
the activity 2 1
the actual 7 5
the adoption 9 8
the air 1 1
the algorithm 20 1
the alternative 7 1
the american 24 25
the amount 13 3
the annual 2 2
the answer 8 3
the application 9 2
the approximately 3 2
the arrests 12 2
the attacks 1 3
the attention 6 2
the author 2 1
the authors 6 1
the automobile 1 2
the availability 10 2
the available 7 2
the average 13 3
the bad 2 2
the basic 9 2
the basis 38 2
the beginning 6 2
the belief 6 4
the benefits 2 1
the best 31 8
the better 5 1
the big 18 1
the blue 13 4
the body 7 1
the boss 1 1
the boston 11 1
the bottom 2 1
the boundaries 3 1
the bounds 1 1
the bureau 1 1
the capacity 14 6
the carefully 1 1
the case 52 7
the cause 4 1
the causes 7 1
the census 1 2
the center 8 2
the central 8 1
the certainty 1 1
the challenge 3 2
the challenges 8 6
the change 2 4
the changes 15 9
the changing 2 4
the character 5 1
the chicago 4 3
the chief 11 4
the circumstances 18 1
the citizen 2 2
the city 147 23
the civil 8 1
the claim 1 1
the classic 1 1
the closer 1 1
the collaboration 2 1
the collection 17 1
the coming 6 4
the command 16 2
the commission 32 1
the commissioner 1 1
the commitment 1 1
the communication 1 1
the communities 2 5
the community 82 19
the company 15 1
the competing 3 1
the complexity 3 4
the compstat 6 2
the computer 15 7
the concentration 2 1
the concept 18 2
the concerns 1 1
the confluence 3 1
the consequences 20 10
the considerable 1 1
the content 10 2
the context 18 1
the contours 1 2
the cooperation 2 1
the cops 2 2
the core 5 7
the cost 28 1
the country 34 6
the county 83 1
the course 5 6
the court 178 1
the courts 82 3
the creation 9 4
the crime 80 14
the criminal 156 4
the crisis 1 3
the critical 5 1
the cultural 1 2
the culture 3 10
the current 27 2
the daily 4 1
the data 67 7
the day 11 5
the days 9 1
the decade 1 2
the decision 15 3
the defendant 45 1
the degree 9 10
the delivery 2 2
the demand 3 1
the demands 1 1
the demographic 1 1
the department 146 22
the departments 1 2
the deputy 1 1
the desirability 1 1
the desire 1 1
the desired 1 1
the determination 3 1
the development 8 4
the difference 5 3
the different 20 1
the difficulties 1 1
the difficulty 4 1
the diffusion 1 1
the direct 2 1
the discretion 1 1
the discussion 5 1
the distribution 6 1
the division 7 3
the dominant 2 2
the driving 2 1
the drop 3 1
the due 6 1
the dynamics 2 2
the earliest 4 1
the early 22 6
the ease 3 1
the economy 4 2
the effect 16 1
the effectiveness 11 2
the effects 18 25
the eight 3 1
the emergence 7 7
the emerging 4 4
the emphasis 2 1
the empirical 2 1
the end 19 9
the enduring 2 1
the entire 18 4
the environment 4 1
the erosion 2 1
the ethical 1 1
the evaluation 1 3
the evidence 74 7
the evolution 3 1
the example 1 1
the exclusionary 2 1
the execution 3 1
the executive 4 2
the expected 2 1
the experience 4 2
the experiences 1 2
the explanations 1 1
the extent 24 21
the face 9 5
the fact 28 3
the faith 4 1
the federal 33 4
the field 13 7
the fifth 6 1
the first 133 29
the focus 15 1
the following 26 2
the force 9 1
the forces 3 2
the forecast 8 1
the form 13 2
the formal 1 2
the former 18 3
the fourth 171 1
the frequency 4 1
the front 3 1
the functions 1 1
the future 82 11
the gang 13 1
the garner 3 1
the general 18 5
the genesis 1 1
the globe 1 2
the goal 9 4
the governance 1 4
the government 117 1
the great 16 1
the greater 5 1
the greatest 16 4
the ground 7 1
the group 6 4
the growing 11 5
the growth 9 2
the guard 11 1
the harder 1 1
the head 4 1
the hierarchy 1 1
the high 25 5
the highest 11 7
the historical 3 1
the history 10 1
the hope 2 1
the hopes 1 1
the human 6 1
the idea 25 3
the ideal 1 1
the image 1 1
the impact 11 14
the impetus 1 1
the implementation 6 3
the implications 5 5
the importance 11 3
the increase 7 2
the increasing 3 3
the individual 22 1
the industry 1 3
the influence 2 5
the information 46 3
the initial 12 1
the innovation 3 6
the innovative 1 1
the intent 2 1
the interest 9 1
the interests 9 1
the internal 3 8
the international 2 3
the internet 17 2
the intersection 5 1
the introduction 4 1
the investigation 7 1
the involvement 2 1
the iron 2 1
the irony 1 1
the issue 16 1
the job 18 2
the jurisdiction 5 3
the kansas 8 2
the key 24 9
the kind 6 1
the knowledge 4 1
the lack 3 1
the largest 32 1
the last 29 11
the late 14 10
the latest 6 1
the latter 12 5
the law 52 4
the leader 2 1
the least 3 1
the legal 24 2
the legislative 1 1
the legitimacy 8 2
the lessons 1 1
the level 18 2
the life 5 3
the likelihood 22 3
the likely 9 1
the limitations 8 1
the limited 4 4
the literature 5 2
the local 15 4
the location 22 1
the locations 8 1
the lookout 2 1
the los 72 16
the low 3 1
the main 11 2
the maintenance 2 1
the major 8 1
the management 6 1
the many 6 5
the market 4 2
the mayor 10 2
the meaning 6 1
the means 1 1
the members 2 1
the metropolitan 2 2
the mid 5 3
the midst 1 1
the military 2 6
the minds 2 1
the minneapolis 7 3
the misconduct 11 3
the model 32 3
the more 17 12
the most 109 28
the motivation 2 1
the move 1 3
the movement 3 5
the nation 20 27
the national 28 11
the nature 16 13
the need 21 4
the needs 6 3
the negative 1 1
the neighborhood 14 5
the neighborhoods 1 2
the neighboring 1 1
the net 1 1
the new 99 25
the newark 3 1
the next 68 9
the nexus 6 1
the nineteenth 1 3
the notion 7 6
the now 3 1
the number 57 16
the numbers 15 2
the object 1 1
the observation 4 2
the occurrence 2 1
the odds 2 1
the offender 15 1
the office 3 1
the officer 66 9
the officers 41 4
the officials 1 1
the often 3 2
the old 5 4
the older 1 1
the only 46 4
the opportunity 10 1
the order 6 1
the ordinary 3 1
the organization 27 22
the organizational 1 6
the other 46 3
the outcome 1 1
the overall 8 5
the parking 5 3
the participants 1 1
the particular 10 2
the past 39 1
the pathologies 1 1
the patrol 16 2
the pattern 5 2
the patterns 1 1
the people 27 4
the percent 4 1
the person 42 4
the personal 4 1
the physical 5 1
the police 251 115
the policing 6 4
the policy 4 3
the political 9 6
the politics 5 1
the pool 1 1
the poor 4 1
the popular 2 1
the population 9 1
the populations 1 1
the position 17 1
the possibility 8 2
the potential 36 5
the potentially 2 1
the power 13 3
the practice 10 4
the precinct 6 3
the predictability 2 2
the predicted 7 1
the prediction 25 4
the predictions 5 2
the predictive 82 4
the preferences 2 1
the presence 11 5
the present 7 1
the preservation 1 1
the pressure 2 4
the pressures 4 1
the primary 9 1
the principle 6 1
the principles 3 2
the priority 1 1
the private 13 2
the problems 27 1
the process 21 2
the product 6 1
the production 1 1
the profession 1 1
the professional 3 3
the profile 21 1
the profound 2 1
the program 53 42
the progressive 1 1
the project 13 6
the projections 1 2
the proliferation 1 1
the promise 8 5
the promotion 1 1
the proposition 3 1
the provision 2 1
the public 95 30
the purpose 13 1
the purposes 8 1
the qualitative 2 1
the quality 10 4
the quantity 3 1
the question 37 3
the race 11 1
the racial 5 1
the range 10 3
the rank 1 9
the rapid 1 1
the rapidly 1 1
the rate 9 1
the reason 14 1
the recent 35 1
the recommended 2 1
the reform 2 5
the region 4 1
the relation 1 1
the relationship 23 1
the relevant 26 1
the reliability 15 2
the remainder 4 1
the remarkable 2 1
the reporting 2 1
the representation 7 1
the requirements 1 2
the research 21 11
the researcher 6 1
the researchers 5 9
the residents 5 1
the responding 1 1
the response 3 1
the rest 10 3
the results 23 4
the right 71 1
the rising 11 1
the risk 50 2
the risks 5 2
the road 2 1
the robber 1 1
the role 36 6
the roles 3 1
the rubric 2 2
the rule 1 1
the s 47 28
the same 113 22
the sample 5 1
the san 21 2
the santa 31 23
the scene 27 2
the science 6 1
the scientific 6 4
the scope 11 3
the search 12 1
the second 16 5
the selection 3 5
the self 4 1
the sergeant 3 1
the seriousness 4 2
the service 8 1
the set 1 1
the setup 1 1
the severity 2 1
the sheriff 95 3
the shift 8 1
the short 2 3
the significant 9 1
the situation 6 2
the size 9 6
the skills 2 2
the small 2 2
the smaller 2 2
the social 19 2
the society 6 1
the software 44 1
the sort 4 3
the sorts 1 4
the source 3 1
the spatial 8 1
the specific 7 2
the st 1 1
the standard 17 10
the start 1 1
the state 69 6
the storm 1 1
the strategy 4 3
the street 26 2
the streets 26 1
the structure 2 10
the structures 1 9
the studies 6 3
the study 11 2
the subject 14 1
the success 7 1
the supervision 1 1
the support 7 2
the survey 2 1
the system 55 3
the targeted 3 4
the task 3 2
the technical 1 4
the techniques 1 1
the technological 3 1
the technology 62 9
the telephone 6 1
the tension 2 2
the term 21 1
the th 10 1
the thief 1 4
the things 2 1
the third 17 2
the threat 9 7
the three 13 3
the time 68 13
the top 19 6
the tough 1 1
the traditional 16 5
the trajectory 2 2
the transformation 11 1
the transmission 4 1
the transparency 1 1
the tremendous 2 1
the trend 3 1
the twentieth 8 14
the twenty 7 11
the two 17 7
the type 18 1
the typical 2 1
the u 35 7
the ucla 5 1
the uk 6 1
the underlying 18 1
the unique 3 1
the united 109 27
the university 37 2
the us 35 1
the usa 3 1
the use 85 11
the uses 3 1
the utility 3 2
the validity 3 2
the value 21 1
the various 23 1
the vast 17 4
the very 20 3
the view 5 1
the wake 6 3
the war 6 1
the way 31 6
the weather 1 1
the web 1 1
the week 2 3
the weight 5 1
the whole 7 2
the widely 2 1
the widespread 1 3
the wild 11 1
the women 1 2
the work 29 9
the world 72 4
the worst 3 4
the wrong 13 1
the year 15 5
thefts and 4 2
thefts based 2 1
thefts have 1 1
thefts in 5 2
their assigned 1 1
their authority 1 2
their behavior 3 2
their commitment 1 1
their communities 6 3
their computer 1 1
their courts 2 1
their criminal 4 1
their culture 1 1
their daily 2 1
their data 4 1
their effectiveness 1 1
their efforts 2 1
their future 1 1
their goals 3 1
their image 1 1
their interests 2 1
their interventions 1 1
their locations 3 1
their more 1 1
their neighborhoods 1 1
their numbers 1 1
their officers 3 2
their operational 1 1
their own 42 3
their patrol 1 1
their personal 5 1
their police 5 4
their political 2 1
their presence 1 1
their role 2 1
their safety 2 1
their supervisors 2 2
their time 11 3
their traditional 3 1
their use 3 1
their work 2 1
them and 12 3
them but 5 1
them he 2 2
them in 12 4
them more 3 2
them n 6 2
them on 3 1
them one 1 1
them the 17 2
them to 31 6
themselves have 2 1
themselves that 2 2
themselves to 7 1
then a 4 2
then crime 3 1
then it 5 1
then that 1 1
then the 6 1
then there 1 1
then they 2 2
then to 3 1
theories of 6 1
theories that 1 1
theory and 18 1
theory based 2 1
theory is 5 1
theory new 1 1
theory of 34 4
theory that 12 1
theory the 4 1
theory which 2 1
there a 5 1
there appears 2 1
there are 90 21
there has 12 2
there is 184 33
there may 7 4
there might 7 1
there s 33 3
there that 1 2
there the 2 1
there was 30 10
there were 16 4
there will 6 4
these activities 1 2
these approaches 2 2
these are 10 1
these challenges 1 1
these changes 5 5
these criticisms 1 1
these data 1 1
these events 1 1
these features 1 2
these findings 4 2
these goals 2 1
these maps 1 2
these meetings 2 3
these methods 2 2
these new 8 2
these norms 1 1
these personnel 6 1
these places 1 2
these pressures 2 1
these reforms 1 7
these researchers 1 1
these small 1 2
these statistics 1 1
these studies 5 6
these technologies 4 2
these theories 1 1
these things 2 1
these two 1 1
they also 10 3
they and 1 2
they are 94 24
they become 2 1
they can 39 3
they check 3 2
they choose 1 1
they could 18 1
they do 12 3
they enable 1 1
they evaluate 1 1
they feel 3 1
they found 5 3
they had 25 3
they have 37 8
they made 1 2
they make 6 2
they may 31 3
they must 4 1
they now 1 1
they possess 1 2
they re 24 4
they rely 2 1
they represent 2 1
they require 1 1
they seem 3 1
they serve 1 2
they served 1 1
they should 10 3
they tend 1 3
they ve 4 3
they were 30 7
they will 21 2
they would 16 2
things as 1 3
things done 1 1
things made 1 1
things police 3 1
things that 6 4
things were 1 1
think it 7 2
think of 9 2
think that 5 1
think the 5 6
third the 4 1
third there 1 1
thirty years 2 1
this all 1 2
this american 3 1
this approach 26 4
this arrangement 2 1
this can 11 4
this case 13 1
this community 1 1
this could 1 1
this essay 7 3
this example 1 1
this far 1 1
this has 7 4
this hypothesis 2 1
this in 2 1
this information 17 2
this is 95 13
this issue 9 3
this line 5 1
this may 10 4
this means 8 2
this model 17 2
this movement 2 1
this pattern 6 2
this point 5 1
this practice 2 1
this problem 4 1
this process 7 1
this reality 5 1
this regard 13 1
this research 4 4
this section 14 1
this sort 3 4
this state 1 1
this suggests 1 2
this system 1 1
this to 5 2
this too 1 1
this trend 4 4
this view 1 1
this volume 1 3
this was 10 1
this way 5 1
this week 2 6
this will 6 1
this with 1 1
this would 8 3
this year 12 5
thomas d 1 1
thompson james 1 1
those agencies 2 1
those algorithms 1 2
those areas 13 3
those in 14 1
those institutions 2 1
those most 2 1
those of 20 2
those police 1 1
those that 9 3
those things 2 1
those who 50 7
those with 6 3
though by 1 1
though that 9 1
though there 1 1
thought to 8 7
thousands of 21 2
threat of 14 7
threatens to 8 1
threats to 7 4
three branches 2 2
three cities 1 1
three decades 2 4
three police 2 1
three reasons 1 1
three times 3 2
three types 1 1
through an 2 1
through such 2 1
through the 56 3
through this 6 1
throughout the 41 5
thus although 1 1
thus even 2 1
thus far 2 5
thus in 3 2
thus the 17 2
thus undermining 1 1
tied to 3 1
ties to 2 1
time an 1 1
time analysis 5 2
time and 38 4
time are 1 2
time but 9 1
time crime 6 1
time date 3 4
time for 8 2
time frame 4 1
time from 2 1
time in 23 2
time is 5 3
time location 2 5
time magazine 1 7
time now 1 1
time of 21 2
time on 2 3
time period 4 1
time periods 6 7
time span 1 1
time than 2 1
time the 18 5
time this 1 2
time to 35 9
time was 4 1
time we 3 1
time were 1 1
time when 2 5
time with 3 1
timely analysis 1 1
timely and 1 1
timely basis 1 1
times and 8 4
times as 1 1
times august 1 1
times california 3 2
times company 2 1
times of 7 2
times publication 1 1
times that 1 2
times the 6 3
times to 1 4
timing of 3 1
to a 213 29
to accept 6 2
to accommodate 4 1
to accomplish 6 3
to achieve 13 3
to achieving 4 2
to acquire 1 6
to act 4 1
to adapt 1 1
to adjust 2 1
to adopt 11 6
to adopting 2 1
to advance 4 1
to aggressive 2 1
to allow 14 1
to alter 2 1
to an 41 5
to analyze 12 1
to another 6 5
to answer 11 2
to anticipate 3 3
to apply 9 1
to approach 4 2
to appropriate 1 1
to arrest 12 5
to as 10 4
to ask 5 1
to assess 7 4
to attempt 3 1
to attend 4 3
to avoid 25 2
to be 362 55
to bear 3 2
to beat 5 1
to become 21 2
to begin 6 2
to better 16 2
to bolster 2 2
to both 12 1
to break 7 1
to bring 12 2
to budget 4 2
to build 5 5
to burglaries 1 1
to calls 16 3
to capture 2 3
to catch 7 1
to cause 3 1
to certain 5 1
to challenge 6 1
to change 14 19
to changes 3 1
to changing 2 1
to circumvent 6 1
to citizens 3 3
to close 4 1
to coerce 1 1
to collaborate 1 3
to combat 2 6
to commit 17 1
to community 25 2
to compare 4 3
to complete 4 1
to conclude 6 1
to conduct 15 2
to conform 2 1
to consider 23 2
to consolidate 1 4
to continue 17 6
to contribute 2 1
to control 6 3
to correct 14 1
to counter 1 3
to counterterrorism 1 1
to create 28 2
to crime 22 4
to cultural 3 1
to cut 15 1
to deal 16 4
to define 1 1
to deliver 4 2
to deploy 7 4
to describe 7 2
to detect 7 3
to deter 8 6
to determine 40 4
to develop 29 6
to devise 6 1
to differentiate 1 1
to direct 8 1
to discuss 11 1
to dismiss 1 1
to disrupt 2 1
to distinguish 3 7
to distribute 1 1
to do 65 12
to dominate 2 1
to draw 10 5
to drive 3 1
to each 6 1
to easily 1 1
to effect 2 1
to embrace 5 1
to emerge 2 2
to employ 5 1
to enable 7 1
to enforce 18 1
to engage 14 8
to establish 23 2
to evaluate 7 2
to every 2 2
to evolve 1 1
to examine 6 1
to exercise 3 1
to expand 18 2
to experience 2 2
to experiment 3 1
to explain 4 1
to explore 4 3
to face 3 3
to fail 1 1
to fight 8 3
to figure 8 1
to fill 2 1
to financial 2 1
to find 32 7
to five 3 2
to fix 3 1
to focus 19 4
to follow 14 2
to forecast 11 1
to forget 2 1
to form 1 1
to foster 3 1
to garner 1 2
to gather 3 2
to gathering 1 1
to gauge 5 1
to generalize 2 3
to generate 10 1
to get 41 4
to go 21 1
to good 1 1
to govern 1 1
to greater 2 2
to grow 3 2
to guide 4 5
to happen 14 5
to have 60 21
to head 1 1
to help 54 10
to hide 4 1
to hire 3 1
to his 16 1
to hold 3 1
to homes 2 3
to how 7 1
to identify 84 3
to implement 15 8
to improve 30 1
to include 12 4
to incorporate 4 3
to increase 32 3
to influence 4 2
to information 6 3
to innovation 1 1
to invest 2 1
to investigate 3 1
to invoke 1 1
to involve 6 1
to isolate 5 1
to it 3 5
to its 12 2
to judge 2 4
to keep 21 2
to know 13 8
to large 1 1
to larger 1 1
to law 5 2
to learn 3 6
to legal 2 2
to limit 10 1
to local 12 2
to look 19 1
to los 1 1
to lose 2 1
to maintain 11 1
to make 92 7
to manage 6 1
to manipulate 3 2
to map 9 1
to maximize 1 1
to measure 8 3
to meet 11 1
to members 1 2
to mobilize 1 2
to model 2 1
to modern 14 2
to modify 1 1
to monitor 13 2
to more 18 1
to move 9 3
to note 6 1
to occur 45 7
to offer 2 4
to officers 12 2
to one 8 2
to ones 1 1
to open 5 1
to organize 1 1
to other 31 5
to our 10 1
to participate 14 2
to pass 7 3
to patrol 17 5
to pay 11 2
to percent 7 2
to perform 5 9
to place 4 2
to plan 1 2
to please 1 1
to police 41 9
to policy 2 1
to practice 1 1
to predict 80 18
to predicting 2 1
to preserve 2 1
to pressures 1 1
to prevent 40 8
to problem 2 1
to produce 12 3
to professional 1 2
to promote 8 5
to protect 50 7
to prove 6 1
to provide 46 3
to punish 2 1
to purchase 3 1
to pursue 8 1
to push 4 1
to put 6 1
to raise 7 1
to rebuild 11 1
to receive 3 3
to receiving 1 1
to recognize 9 2
to reduce 70 7
to reflect 6 2
to reform 1 1
to release 2 1
to rely 11 2
to replicate 2 1
to report 14 3
to represent 3 1
to require 13 1
to research 2 1
to resist 2 3
to respond 14 5
to result 6 1
to return 8 8
to risk 1 1
to santa 4 6
to say 9 10
to screen 1 1
to search 5 1
to see 47 5
to send 8 1
to serve 7 8
to shape 16 1
to show 9 2
to six 5 1
to so 1 1
to social 10 1
to solve 18 5
to some 15 3
to something 3 1
to speak 5 4
to specific 6 1
to spend 10 1
to spot 1 3
to start 1 2
to stimulate 1 1
to street 6 1
to strike 1 2
to structure 1 2
to study 6 4
to succeed 2 2
to such 5 1
to suggest 7 1
to supervisors 1 1
to support 11 5
to suppress 6 2
to surface 1 1
to surveillance 3 1
to suspect 3 1
to sustain 1 1
to sustaining 1 1
to tackle 4 1
to take 44 5
to talk 3 4
to tell 4 1
to test 14 5
to that 15 3
to the 662 96
to their 24 8
to them 7 2
to these 12 2
to this 37 4
to those 22 2
