of 1 of 1
be realized 1 1
be required 19 1
be restricted 1 1
be said 6 2
be so 9 2
be some 3 1
be structured 2 1
be subjected 13 1
be sufficient 6 1
be sufficiently 9 1
be surprised 1 1
be sustained 1 1
be that 16 7
be the 85 13
be to 15 2
be tough 1 1
be treated 11 1
be trying 1 1
be understood 15 1
be used 122 3
be useful 10 1
be where 2 1
be widely 1 1
be willing 3 1
beach police 2 4
bear on 5 1
beat assignments 1 3
beat officers 2 1
beats and 1 1
beats or 1 1
became more 1 2
became the 6 2
because analysts 2 1
because as 3 2
because determining 1 1
because he 19 1
because it 73 3
because of 123 7
because officers 4 1
because the 128 3
because they 92 7
because this 2 1
become a 27 1
become increasingly 6 1
become less 4 1
become more 44 1
become part 8 1
become too 1 1
becomes more 9 1
becoming an 2 1
becoming increasingly 6 1
becoming more 5 4
been a 44 3
been around 1 2
been conclusively 1 1
been conducted 1 1
been designed 4 1
been developed 3 1
been done 7 3
been examined 1 1
been forced 2 1
been fueled 1 1
been given 14 1
been going 1 1
been growing 1 1
been in 15 1
been led 1 1
been made 10 2
been named 1 2
been on 2 1
been praised 1 2
been promoted 2 1
been quite 2 2
been reported 3 1
been selected 1 1
been subject 5 1
been termed 2 1
been the 22 5
been to 5 3
been under 3 2
been used 24 4
been using 3 2
been widely 7 3
before he 4 1
before the 75 5
before their 1 1
before there 5 1
before they 27 1
before turning 4 1
before we 2 1
began as 3 1
began to 32 4
began using 6 1
beginning in 10 1
beginning with 10 1
begins with 5 1
begun in 1 3
begun to 26 1
behavior and 22 1
behavior by 8 1
behavior in 7 1
behavior police 1 2
behavior that 15 1
behavior the 4 2
behavior they 2 1
behavior under 1 1
behavioral change 1 1
being a 22 1
being able 11 1
being developed 3 1
being the 3 2
being tried 1 4
belief that 21 6
beliefs about 6 1
beliefs and 7 5
believe and 1 1
benefit from 16 4
benefits a 1 1
benefits of 55 1
berkeley university 1 2
bernard e 21 1
bernardino county 1 1
best and 1 1
best available 3 1
best course 1 1
best inventions 2 2
best practices 24 1
best suited 2 1
better and 2 1
better as 1 2
better equipped 3 1
better off 1 1
better than 21 2
better trained 1 1
better understand 4 2
better understanding 4 1
between a 9 1
between an 1 1
between and 53 4
between black 3 1
between calls 1 1
between departments 2 1
between disorder 2 1
between federal 5 1
between local 1 2
between police 37 3
between public 1 1
between the 152 14
between them 4 2
between these 6 2
between when 1 2
beverly hills 1 1
beyond a 4 1
beyond the 51 2
bias by 4 1
bias that 11 2
biases in 15 1
big city 9 4
bigger challenge 1 1
biggest challenge 4 1
bits of 3 1
bittner the 1 1
black and 51 1
blacks were 1 1
blocks and 1 1
blue code 1 2
blue line 2 1
blue ribbon 4 1
body of 19 11
bolster the 2 2
book of 1 1
boston globe 2 1
both are 1 2
both cases 6 2
both in 11 1
both police 5 1
both the 48 2
bounds of 1 1
brad w 1 1
braga and 1 5
braga the 1 1
branches of 2 1
brand of 2 1
brantingham and 3 2
bratton said 2 1
bratton the 3 1
break in 1 4
break ins 3 2
break it 3 1
breaking communities 1 2
breaking news 3 2
brian a 6 3
brief history 3 1
bring people 1 1
bring to 3 1
bringing the 3 2
broad and 6 1
broad generalizations 1 1
broad patterns 1 1
broad range 4 1
broken windows 185 4
brought into 2 2
brought to 4 1
brought with 4 1
brown and 13 1
brown the 7 1
budget and 3 1
budget cuts 2 2
budgets are 2 2
building a 3 1
built in 4 1
bureau of 103 10
bureaucracy and 4 3
bureaucracy in 1 1
bureaucratic and 1 2
bureaucratic in 1 1
bureaucratic model 1 1
bureaucratic police 1 1
bureaucratic structure 1 1
bureaucratic structures 1 2
burglaries and 2 10
burglaries in 1 3
burglaries that 1 1
burglary car 1 2
burglary for 1 4
business analytics 1 1
business and 8 1
business in 4 1
business with 1 1
businesses and 13 2
businesses to 4 1
but a 17 2
but also 108 5
but as 26 4
but at 11 1
but be 1 1
but both 3 1
but by 10 3
but can 3 1
but cf 3 1
but even 17 3
but eventually 2 1
but for 9 1
but he 12 1
but i 15 2
but if 17 4
but in 27 2
but is 15 2
but it 114 7
but less 2 1
but many 2 1
but more 7 2
but most 6 1
but no 7 1
but of 8 1
but on 6 1
but one 12 1
but only 9 1
but others 3 4
but perhaps 3 3
but police 4 1
but potentially 1 1
but predictive 1 1
but rather 25 12
but santa 1 2
but significant 1 1
but some 10 1
but such 10 1
but that 35 4
but the 126 20
but their 8 1
but there 24 4
but these 12 2
but they 40 6
but this 33 2
but those 5 1
but to 20 3
but was 2 1
but we 21 7
but what 10 3
but when 12 1
but with 17 1
buy in 7 1
by a 145 17
by agencies 5 1
by analyzing 3 2
by and 12 2
by applying 2 1
by at 2 4
by case 11 3
by changing 1 2
by city 10 1
by civilians 1 2
by community 3 3
by comparing 4 3
by constitutional 1 1
by creating 8 1
by david 2 11
by doing 2 1
by enabling 1 1
by encouraging 1 1
by ensuring 2 1
by establishing 4 1
by existing 2 1
by far 2 1
by federal 11 3
by feet 2 2
by focusing 6 1
by geography 1 1
by giving 4 1
by his 9 2
by information 1 1
by it 5 1
by its 12 1
by jack 1 2
by james 1 1
by law 54 1
by learning 3 1
by local 6 2
by many 8 1
by michael 1 11
by monitoring 3 1
by multiple 2 1
by national 6 1
by new 8 1
by no 5 1
by officers 17 1
by people 1 1
by police 106 5
by policy 2 1
by predicting 2 1
by reformers 1 1
by requiring 3 1
by residents 1 1
by seeking 1 1
by small 1 2
by state 17 2
by the 573 38
by their 21 3
by these 10 2
by those 8 1
by time 3 7
by tracking 2 1
by type 1 1
by virtue 17 1
by what 7 1
by which 29 5
byline by 5 7
byline jessica 1 1
byline stephen 1 3
c and 5 2
c it 1 1
c j 4 1
c police 6 1
c smith 4 1
c sources 1 1
c the 17 4
calif at 1 2
calif section 1 4
calif visit 1 2
california distributed 1 4
california july 1 2
california press 1 2
call for 22 4
call it 11 2
called for 13 2
called on 1 2
called police 1 1
called predictive 5 4
calling the 5 1
calls for 34 14
calls to 3 1
calls with 1 1
came from 9 2
came to 26 1
came up 5 1
cameras and 2 1
cameras in 5 1
campaign to 3 1
can afford 1 2
can all 3 1
can also 58 3
can anticipate 4 2
can assume 1 1
can be 408 19
can do 20 2
can focus 1 1
can get 9 2
can have 16 2
can help 36 2
can identify 9 1
can it 5 3
can lead 19 2
can learn 10 1
can make 18 2
can monitor 7 1
can offer 4 1
can patrol 1 1
can police 7 3
can produce 4 1
can provide 18 1
can put 1 1
can quickly 1 1
can reduce 4 1
can say 4 1
can see 7 2
can t 36 3
can turn 4 1
can use 15 1
can vary 1 1
can we 11 1
canada and 6 1
candidate s 2 1
candidates for 8 1
cannot afford 7 2
cannot be 63 1
capacities of 3 1
capacity of 2 5
capacity to 11 12
capture the 17 1
capture those 1 1
captured by 3 1
car and 10 8
car break 2 2
car for 1 4
car thefts 5 2
care about 4 2
care to 1 1
career and 3 1
careful to 2 1
carl b 1 3
carried out 14 1
cars and 15 1
cars in 4 2
cars or 3 1
case basis 3 2
case by 11 3
case for 23 1
case it 5 1
case of 61 3
case studies 6 11
case study 11 2
cases involving 7 1
cases it 4 1
cases police 2 1
cases the 33 1
cases this 4 1
catch someone 1 1
causal inference 2 1
cause for 11 2
cause of 5 1
cause the 7 1
caused by 13 1
census bureau 8 1
census of 1 4
center a 2 1
center for 18 2
center guidelines 2 2
center of 13 3
center where 1 1
centers n 1 1
central and 2 1
central cities 3 1
centrality of 5 1
century a 1 1
century american 1 3
century in 3 1
century that 1 1
century the 5 2
century there 1 1
certain activities 1 1
certain areas 3 1
certain aspects 4 2
certain data 2 1
certain groups 3 1
certain it 1 1
certain offenses 2 1
certain outcome 2 1
certain police 3 1
certain type 1 2
certain types 10 1
certainly be 3 3
challenge in 5 1
challenge of 7 3
challenge the 6 1
challenges and 3 2
challenges are 1 1
challenges have 1 1
challenges in 5 1
challenges of 15 5
challenges such 2 1
challenges the 5 1
challenging to 2 1
chan et 1 1
change a 1 2
change and 20 2
change as 1 1
change from 1 2
change however 1 1
change if 2 2
change in 36 18
change into 3 1
change is 11 2
change must 1 1
change over 1 2
change than 5 1
change that 6 4
change the 20 3
change their 1 1
change we 1 1
change while 2 1
changed in 2 1
changed is 1 1
changed little 1 2
changed since 1 1
changes are 3 3
changes as 1 2
changes have 2 3
changes if 1 2
changes in 35 17
changes may 1 1
changes one 1 2
changes over 2 1
changes that 9 6
changes the 1 1
changes to 24 2
changes were 3 1
changes would 1 1
changing police 2 1
changing the 12 7
character and 4 1
character of 15 2
characterization of 4 2
characterize the 1 1
characterized as 8 2
characterized the 2 1
charge he 1 4
charge of 4 1
charles e 2 1
charles m 3 1
chicago a 5 1
chicago and 20 1
chicago neighborhoods 1 1
chicago police 59 2
chicago s 32 4
chicago university 1 9
chief at 1 2
chief concerns 1 1
chief for 1 1
chief in 3 2
chief of 24 3
chief s 4 2
chief the 1 1
chiefs and 5 1
chiefs of 7 4
chiefs that 1 1
choices about 10 1
churches and 1 1
circuit cameras 1 1
circuit television 1 1
circumstances are 2 1
circumstances in 3 1
circumstances under 1 1
citations and 1 1
cited studies 1 1
cities are 12 2
cities further 1 1
cities on 3 1
cities police 1 1
cities public 1 1
cities the 4 2
cities to 5 1
cities washington 1 1
citizen complaints 28 1
citizen encounter 2 1
citizen participation 4 1
citizen perceptions 1 1
citizens in 11 1
citizens perceptions 2 1
city and 30 2
city but 2 1
city compared 1 1
city county 4 1
city hall 10 3
city is 6 1
city leaders 3 1
city manager 2 1
city on 2 1
city or 4 2
city police 42 6
city policing 3 1
city s 97 9
city said 1 4
city wide 2 1
city will 2 2
civil rights 156 3
civil service 3 1
civil suits 4 1
claim that 27 1
claim to 6 2
claims are 1 1
claims that 12 1
clara university 2 22
claus wittich 3 1
clear and 7 1
clear from 3 1
clear how 1 1
clear on 2 1
clear that 35 3
clearance rates 1 1
clearly the 3 1
close collaboration 1 1
close the 5 1
close to 10 1
closed circuit 4 2
closely at 1 1
closely with 6 2
clothing and 2 1
clusters of 4 1
code of 8 6
coffee shop 1 1
coincidence that 2 1
collaborate in 1 1
collaborate with 1 1
collaborating with 6 1
collaboration and 7 2
colleagues in 1 1
collected by 13 1
collection of 30 1
colleen mccue 3 1
college degree 1 1
column national 1 1
com article 27 1
com can 2 1
com distributed 5 2
com load 15 3
com or 1 2
com section 1 3
combat crime 6 4
combination of 29 1
come from 19 1
come with 9 1
comes from 14 4
coming into 1 2
coming to 8 1
command and 11 7
command levels 2 1
command of 1 1
command structure 3 1
comments on 2 1
commission on 14 2
commissioner of 4 1
commissioner william 4 1
commit a 26 1
commitment of 1 1
commitment to 34 10
committed by 16 1
committed in 7 2
committed to 14 4
committee on 11 2
committee s 1 1
common and 1 1
common sense 6 2
communication of 2 1
communication the 2 1
communications and 8 1
communities and 43 4
communities are 17 2
communities cannot 1 1
communities especially 1 1
communities it 7 1
communities may 2 1
communities police 2 1
communities some 1 1
communities they 18 3
communities to 24 1
communities which 1 1
community and 32 8
community as 5 2
community based 10 1
community but 3 1
community concerns 1 1
community consultation 1 1
community from 1 1
community group 1 1
community groups 12 7
community in 14 1
community involvement 1 1
community justice 1 1
community leaders 16 2
community legitimacy 1 1
community members 27 1
community myth 1 1
community needs 5 1
community oriented 25 7
community partnership 1 5
community partnerships 4 3
community policing 243 88
community pressure 1 1
community relations 35 1
community relationships 4 1
community s 7 1
community safety 11 1
community that 4 2
community the 8 1
community to 6 1
companies in 2 1
companies like 2 2
companies on 1 1
company called 1 1
company like 2 1
company of 3 1
comparative analysis 2 1
comparatively modest 1 1
compare and 1 1
compare the 7 1
compared to 25 3
compared with 4 4
comparing the 8 3
comparison to 11 2
comparisons it 1 1
comparisons of 1 2
comparisons to 1 1
compatible with 4 1
compete with 2 1
competition from 1 1
complaints against 7 1
complaints and 14 4
complaints police 1 1
completed before 1 1
complex and 15 1
complex system 1 1
complexity and 2 1
complexity in 2 1
complexity of 11 6
compliance with 29 3
complicated and 1 1
component of 12 1
components of 6 1
composition of 22 1
compstat a 6 1
compstat and 9 7
compstat s 1 1
compstat system 5 2
compstat to 3 1
computer analysis 3 2
computer in 1 4
computer internet 3 1
computer program 14 8
computer programs 10 7
computer science 14 1
computers in 2 1
computers to 8 1
concentrate on 2 2
concentrated in 14 2
concentration on 1 1
concept is 3 1
concept of 45 1
concern about 16 1
concern for 8 2
concern that 16 1
concern to 2 1
concerned about 6 1
concerned that 1 1
concerned with 14 1
concerning individuals 1 1
concerns and 7 1
concerns itself 1 1
concerns of 7 1
concerns over 11 1
concerns raised 7 1
concerns the 7 1
concerns were 1 1
conclude that 21 1
concluded that 35 5
conclusion about 2 1
conclusion we 3 1
conclusions about 3 2
conclusions are 2 1
conclusions the 1 2
conditions and 13 1
conditions the 2 1
conducive to 1 1
conduct a 17 1
conduct in 5 1
conducted a 8 1
conducted in 6 1
conducted on 5 1
conducting a 7 1
confidence in 10 4
confirm the 2 1
conflict and 1 1
conflict in 3 1
confluence of 9 1
conform to 11 2
conforms to 1 1
connected to 14 1
consequence is 1 1
consequence of 9 4
consequences are 2 2
consequences but 1 1
consequences for 29 5
consequences of 65 9
consequences the 1 1
consider a 10 1
consider how 9 1
consider its 1 1
consider the 42 3
considerable discretion 2 1
considerable variation 2 5
considerations were 1 1
considered an 1 1
considering a 2 1
considering the 9 1
consistent with 42 2
consists of 7 1
consolidation of 6 2
consortium for 2 1
constitute a 20 1
constitute an 1 2
constraints of 2 2
constraints on 5 2
consumed in 1 1
contact with 33 1
contacts and 2 1
contacts in 2 1
contacts with 6 1
contemporary organizational 1 1
contemporary urban 1 1
content services 2 2
context but 2 1
context for 6 1
context in 7 2
context of 80 2
contingent on 1 1
continue in 1 2
continue it 1 1
continue to 46 4
continued employment 3 1
continued to 18 1
continuing to 8 2
continuity and 3 4
contours of 4 2
contra costa 1 4
contract or 1 1
contracts have 1 1
contrary to 6 1
contrast between 1 1
contrast to 8 2
contrasting perspectives 1 5
contribute to 19 1
control and 29 3
control at 1 1
control but 1 1
control effects 4 1
control for 5 3
control in 18 6
control may 1 1
control of 35 1
control order 2 1
control rather 1 1
control strategy 3 1
control the 11 2
control this 1 1
control to 4 2
controlled as 2 1
controlled experiments 1 1
controlling police 2 2
convey to 1 1
convinced of 1 1
convinced that 6 1
cooperation of 10 1
cooperation on 1 1
cooperation with 15 1
coordinate and 1 1
coordination and 1 1
coordination of 1 2
cop is 1 1
cops and 9 2
cops office 1 1
copyright c 23 3
copyright medianews 4 1
copyright star 1 1
copyright the 13 2
core features 1 1
core of 9 1
core service 1 1
corporations and 1 1
correlated to 11 1
correlation between 7 2
correlations between 3 1
corruption and 13 4
cost efficiency 1 1
cost more 1 1
cost of 19 1
costa times 1 2
costly and 3 1
costs for 4 1
could actually 10 1
could alter 1 1
could be 164 6
could cause 1 1
could enable 1 1
could ever 5 2
could facilitate 3 1
could find 2 1
could help 15 4
could include 5 1
could learn 3 1
couldn t 8 2
council and 1 1
counter terrorism 25 1
counter to 3 1
countering terrorism 1 1
counterterrorism efforts 6 1
countries and 4 1
country as 2 1
country have 6 1
counts of 2 2
county and 19 1
county council 1 1
county manager 1 1
county officials 11 1
county or 3 1
county sheriff 11 4
county va 13 1
couple of 9 3
coupled with 15 2
course of 28 11
course the 15 1
course this 5 1
court and 27 2
court cases 11 1
court decisions 10 2
court rulings 2 1
court to 16 1
courts and 35 1
covered by 2 1
covert surveillance 2 1
crackdowns and 1 1
create a 62 2
create better 1 2
create the 7 1
created a 27 2
created to 8 1
creating a 26 2
creating an 4 2
creation of 24 5
creatures of 3 1
crime a 13 1
crime act 1 1
crime an 4 1
crime analysis 9 9
crime analysts 3 2
crime and 153 30
crime areas 49 2
crime at 14 2
crime being 4 2
crime but 20 3
crime by 13 1
crime byline 1 3
crime center 8 2
crime control 76 9
crime data 50 19
crime disorder 3 5
crime drop 5 2
crime during 4 1
crime e 1 1
crime epidemic 1 1
crime especially 2 1
crime fighters 1 2
crime fighting 34 10
crime for 16 1
crime forecasts 2 2
crime has 14 1
crime hot 9 2
crime i 4 1
crime in 109 15
crime information 11 1
crime is 65 10
crime its 1 1
crime just 22 1
crime mapping 32 3
crime maps 2 2
crime may 4 1
crime news 1 2
crime occurred 5 1
crime one 1 1
crime patterns 23 2
crime police 3 1
crime prediction 15 1
crime predictions 1 4
crime prevention 21 9
crime problem 12 1
crime rates 67 5
crime reports 15 5
crime s 1 1
crime said 4 1
crime statistics 10 4
crime than 1 2
crime the 40 5
crime there 2 1
crime to 23 2
crime trend 1 1
crime trends 11 3
crime unit 3 1
crime was 9 2
crime with 7 4
crime you 3 1
crimes and 28 3
crimes are 18 4
crimes by 7 2
crimes have 8 1
crimes in 22 1
crimes including 3 4
crimes it 6 1
crimes like 3 4
crimes occur 5 2
crimes such 9 2
crimes the 5 3
crimes to 15 6
crimes were 1 3
crimes will 12 8
criminal activity 205 1
criminal behavior 14 1
criminal cases 5 1
criminal courts 12 2
criminal histories 9 1
criminal investigation 21 1
criminal investigations 14 3
criminal justice 340 15
criminal law 59 4
criminal minds 2 1
criminal offending 2 1
