of documents 1 of 1
alter the reasonable 1 2
alteration in original 6 8
alternative means of 2 1
alternative to incarceration 1 1
alternative to jail 1 1
alternative to the 1 2
alternatives n in 1 1
although an officer 1 1
although it has 2 1
although it is 7 1
although most of 1 1
although much of 1 2
although predictive profiling 1 1
although there are 3 1
although we do 1 1
although we have 3 2
am acad pol 7 1
am acad psychiatry 1 1
am civil liberties 8 1
am crim l 7 8
am http bigstory 1 1
am http www 83 25
am j pub 4 1
am j soc 12 1
am l j 1 1
am soc rev 17 2
am stat ass 4 1
am u l 8 4
amazon about fighting 3 2
ambivalence about the 1 1
amenable to a 1 1
amend iv n 4 3
amend iv the 2 1
amended at u 1 2
amended in scattered 1 1
amendment analysis in 1 1
amendment analysis n 1 2
amendment and new 2 2
amendment and statutory 2 1
amendment and the 4 1
amendment apartheid colum 1 1
amendment applies to 2 2
amendment but see 1 1
amendment case law 2 1
amendment cases involving 1 1
amendment context the 1 1
amendment doctrine the 1 1
amendment does not 6 6
amendment equal protection 3 1
amendment fla l 1 1
amendment has been 1 1
amendment implications of 1 1
amendment in the 2 2
amendment iowa l 1 1
amendment is to 1 1
amendment jurisprudence and 1 1
amendment law and 2 1
amendment mich l 4 2
amendment n and 1 1
amendment n if 1 1
amendment n in 1 2
amendment n see 3 1
amendment of terrorism 1 1
amendment of the 2 3
amendment permits interferences 1 1
amendment privacy s 3 1
amendment privilege against 1 1
amendment protection n 1 3
amendment protection see 1 1
amendment protections for 1 3
amendment protections in 5 5
amendment protections n 1 1
amendment protections provided 1 1
amendment race citizenship 1 1
amendment reasonable suspicion 8 6
amendment redrawing high 4 2
amendment requires at 2 2
amendment requires reasonable 1 1
amendment right to 6 4
amendment rights in 3 2
amendment rights n 1 1
amendment rights of 4 2
amendment s due 1 1
amendment s protections 1 1
amendment s third 1 1
amendment search and 1 1
amendment search n 1 3
amendment seizures should 1 1
amendment tex l 3 1
amendment the factors 1 1
amendment third party 2 1
amendment to a 1 1
amendment u chi 6 2
amendment vand l 1 1
amendment wis l 2 1
amendments n as 1 1
america s largest 2 2
america s most 1 1
america s prison 1 1
america s safest 1 2
american city chicago 2 1
american civil liberties 14 14
american community survey 2 1
american crime decline 1 2
american criminal justice 4 2
american criminal law 1 2
american democracy and 3 1
american policing police 3 1
american psychological association 2 2
american public s 1 1
american society of 1 5
americanbar org content 2 1
americans believe that 1 1
americans phone calls 1 3
americans view the 1 1
among many other 1 1
among other things 14 1
among others n 1 1
among the different 1 1
among the most 3 1
amount of data 11 4
amount of digitized 1 1
amount of information 23 3
amount of robbery 1 1
amount of the 1 1
amount of time 9 6
amounts of data 13 3
amounts of digitized 1 1
amounts of information 7 4
amounts of money 2 2
amounts of personal 2 2
amounts to a 2 6
amy d ronner 1 1
an absence of 1 1
an account of 5 3
an accuracy of 4 1
an accurate and 2 1
an accurate prediction 1 1
an act of 3 2
an act to 3 1
an act which 2 1
an active role 2 1
an ad hoc 2 2
an age of 3 2
an agency s 13 1
an algorithm for 1 2
an algorithm is 9 1
an algorithm that 7 2
an algorithm to 4 3
an alternative or 1 1
an alternative to 6 2
an analysis of 25 5
an analysis to 1 1
an anonymous caller 1 1
an anonymous tip 5 5
an approach that 3 1
an approach to 2 1
an area and 4 1
an area as 3 1
an area is 6 2
an area known 2 5
an area n 3 1
an area of 9 5
an area or 1 3
an area where 1 1
an area with 1 3
an argument that 1 1
an array of 10 6
an arrest and 2 4
an arrest for 1 1
an arrest is 1 1
an arrest n 4 2
an arrest the 1 1
an arrest warrant 5 2
an arrestee s 1 1
an aspect of 5 3
an assistant professor 1 6
an associate professor 3 2
an attempt to 9 11
an auto theft 5 1
an average of 11 19
an earlier generation 1 1
an effective tool 2 1
an effort by 1 1
an effort that 1 1
an effort to 15 7
an element of 1 1
an email to 3 2
an emphasis on 6 1
an empirical analysis 2 1
an empirical study 1 1
an enabler of 1 1
an environment where 2 2
an environmental vulnerability 1 1
an era of 16 10
an essay on 2 2
an essential tool 1 1
an evaluation of 2 2
an even more 4 1
an evolution of 3 1
an examination of 7 3
an examination that 1 1
an example of 18 7
an exception to 2 1
an expectation of 4 4
an expectation that 2 2
an experienced police 1 1
an experimental phase 1 1
an explosion in 1 2
an extension of 6 1
an eye on 1 1
an eye to 1 1
an hourly basis 3 1
an ideal world 1 1
an illustration of 2 2
an impact on 1 3
an important aspect 2 1
an important distinction 1 1
an important element 2 1
an important factor 1 1
an important part 3 1
an important role 8 2
an impossible task 1 1
an in depth 6 2
an incentive for 2 1
an inchoate and 1 3
an increase in 7 8
an increase of 6 2
an increased chance 1 1
an increasingly important 1 1
an independent monitor 5 2
an individual and 1 3
an individual as 1 1
an individual has 4 1
an individual in 1 2
an individual n 6 1
an individual s 39 22
an individual suspected 1 1
an individual to 4 1
an individual will 3 2
an individual without 2 1
an inference that 1 1
an informant s 2 11
an initial burglary 1 1
an inmate s 1 1
an intelligence led 2 1
an interest in 4 4
an interview with 3 1
an investigative detention 1 1
an invitation to 1 3
an issue of 4 1
an objective basis 1 2
an obstacle to 3 1
an offender s 1 3
an officer could 1 1
an officer had 2 1
an officer in 6 2
an officer is 4 4
an officer may 3 6
an officer needs 2 2
an officer s 28 9
an officer should 1 1
an officer to 4 2
an officer was 3 1
an officer who 6 1
an ongoing crime 2 1
an opportunity for 2 14
an opportunity to 17 5
an order maintenance 1 15
an ordinary aspect 2 1
an otherwise unknown 2 1
an ounce of 1 1
an overreliance on 2 1
an overview and 1 1
an overview of 10 6
an understanding of 8 3
an unfair game 1 2
an unreasonable search 1 2
an unwillingness to 2 1
an updated systematic 2 1
an urgent need 1 1
analogies courts will 1 1
analogous to a 1 2
analogous to the 1 1
analyses in an 1 1
analyses of the 2 1
analyses will be 1 1
analysis am u 4 3
analysis and criminal 1 1
analysis and decision 1 1
analysis and the 2 3
analysis began with 1 1
analysis by the 5 2
analysis can be 1 1
analysis can help 1 1
analysis codis codis 2 1
analysis codis ndis 2 1
analysis could be 1 1
analysis for reasonable 1 4
analysis in the 2 1
analysis in this 2 1
analysis into policing 1 1
analysis just q 2 1
analysis might be 2 1
analysis n see 2 3
analysis n the 2 1
analysis of a 3 1
analysis of all 1 2
analysis of an 1 2
analysis of crime 2 5
analysis of criminal 3 2
analysis of data 4 1
analysis of distinct 1 1
analysis of organizational 3 2
analysis of robbery 1 2
analysis of the 30 10
analysis of these 1 1
analysis of three 2 1
analysis of what 2 2
analysis or retention 1 1
analysis should not 1 1
analysis to direct 1 1
analysis to identify 1 1
analysis to the 1 1
analysis tools and 2 1
analysis will be 1 3
analysts at the 1 1
analytical techniques to 1 1
analytical tools and 1 1
analytics and applying 1 1
analytics and information 1 1
analytics available at 1 3
analytics department n 1 1
analytics help memphis 4 2
analytics in a 1 2
analytics in support 1 1
analytics n in 1 1
analytics n see 2 1
analytics to identify 4 2
analyze nearly everything 1 1
analyzed in this 2 1
analyzes historic crime 3 1
analyzing them and 2 1
anathema to the 1 1
and a community 1 1
and a demand 1 2
and a few 1 1
and a five 2 2
and a greater 2 1
and a half 7 1
and a law 1 1
and a list 1 1
and a major 1 1
and a number 2 2
and a police 2 1
and a post 1 1
and a punch 2 1
and a review 1 2
and a right 1 1
and about the 1 1
and access to 2 1
and accompanying text 73 12
and accountability am 1 1
and accountability in 3 1
and accuracy of 1 3
and accurate the 1 1
and achieve other 1 1
and address of 2 1
and addressed in 3 1
and adoption of 2 1
and advertise the 1 1
and affordable for 1 1
and after the 3 1
and age of 1 1
and aggregation public 1 1
and aid the 1 1
and alert police 1 1
and algorithms to 1 1
and all the 3 1
and allows for 1 1
and also increase 1 1
and amazon about 3 2
and amount of 2 1
and an opportunity 1 1
and analysis and 2 1
and analysis are 1 1
and analysis is 2 1
and analysis of 14 7
and analytic tools 1 2
and analytical tools 2 1
and analytics available 1 2
and analyze nearly 1 1
and analyzed by 3 2
and analyzed in 1 1
and anti social 1 2
and antisocial behaviour 1 2
and any other 1 1
and anyone who 1 2
and application of 1 1
and applies it 1 1
and are likely 1 1
and are subject 2 2
and areas of 4 2
and arguing that 7 1
and around the 3 2
and arouse strong 2 1
and arrested him 2 1
and arrests n 4 2
and articulable facts 9 3
and as a 7 3
and as part 2 1
and as the 5 1
and asked the 1 2
and asserted that 1 1
and at least 5 1
and at the 4 1
and autonomy n 2 1
and avoid the 1 1
and background information 2 1
and banks at 1 1
and based on 6 1
and basis of 1 6
and because it 1 1
and because the 1 1
and because they 3 1
and become an 1 1
and began working 3 2
and begin to 1 2
and begins to 2 1
and beliefs of 1 1
and best practices 7 2
and better data 1 1
and beyond the 3 1
and big data 11 4
and block faces 1 2
and blue encounters 1 1
and briefly detain 1 2
and broken windows 24 1
and bruce western 1 1
and business owners 1 1
and by other 1 1
and by the 2 1
and calls for 2 1
and can be 4 5
and can even 2 1
and cell phone 1 1
and challenges to 1 1
and children of 1 1
and chronologically reveal 1 1
and civil liberties 19 3
and class in 4 1
and class inequality 1 1
and clusters or 1 1
and collaboration as 1 1
and colorblind equal 1 1
and common sense 4 1
and communal consequences 1 1
and communities n 2 1
and communities of 2 1
and community hostility 1 1
and community policing 11 2
and community safety 1 1
and community stakeholders 1 1
and community supervision 2 1
and conditions of 1 2
and confidence in 3 5
and conflict in 1 1
and consequences of 2 1
and continue to 1 2
and continues to 4 1
and correlation analysis 1 1
and costly and 1 1
and costs of 2 1
and could be 1 1
and could not 1 1
and counterterrorism efforts 2 1
and court officials 1 1
and courts have 2 1
and courts must 1 1
and courts that 1 1
and create a 4 2
and created a 5 1
and creating a 3 2
and crime are 2 1
and crime in 2 2
and crime mapping 2 1
and crime n 2 2
and crime prevention 2 6
and criminal activity 3 1
and criminal courts 2 1
and criminal history 1 1
and criminal justice 19 11
and criminal law 4 3
and criminal record 1 1
and criminologists since 1 1
and customs enforcement 3 1
and dallas texas 1 1
and daniel j 2 1
and data analysis 2 2
and data banks 3 1
and data gathering 1 1
and data mining 10 5
and data to 1 1
and data will 1 1
and dates of 1 1
and dawn jeglum 2 1
and decision makers 2 1
and decision making 6 3
and decline crime 1 1
and depends on 1 1
and describes the 1 1
and detain him 1 1
and detained by 1 1
and determine to 1 1
and deterrence va 2 1
and develop a 1 1
and developed a 1 1
and development of 2 1
and did not 3 1
and difficult to 2 2
and direct attention 1 1
and director of 1 1
and discourse ucla 1 1
and disorder in 9 3
and disorderly conduct 2 1
and displacement of 1 1
and dissemination of 4 1
and dissenting in 2 7
and dna n 1 1
and do not 9 3
and does not 3 2
and downside of 1 1
and dozens of 1 1
and drug dealers 2 1
and drug dealing 1 1
and drug interdiction 2 1
and drug use 1 1
and due process 15 1
and early s 8 2
and early twentieth 1 1
and economic development 2 1
and effect of 1 1
and effectiveness of 5 2
and effects against 4 4
and effects of 1 2
and efforts to 1 2
and elected officials 1 1
and empirical work 1 1
and employment and 1 1
and environmental factors 1 1
and even how 1 1
and even if 8 2
and even innocent 1 1
and even the 4 1
and even when 1 1
and evidence based 2 3
and evidence from 1 1
and expansion of 1 1
and experience and 2 1
and experience of 5 1
and experience to 2 1
and expertise j 1 1
and explaining the 2 1
and expressive freedoms 1 2
and facebook and 1 1
and failed to 1 1
and fairness in 2 1
and false negatives 2 1
and far fewer 1 1
and fast growing 1 1
and fear of 8 2
and fear that 1 1
and federal agencies 1 1
and fifth amendments 3 1
and file in 3 1
and file members 1 1
and focus on 3 1
and for the 4 2
and forwarded to 2 1
and found a 3 2
and found it 2 1
and found that 5 2
and fourteenth amendments 4 3
and fourth amendments 1 1
and fractured history 1 1
and freedom from 1 1
and freedom of 1 4
and fresh data 1 2
and friends and 1 1
and frisk and 11 2
and frisk by 5 1
and frisk have 1 1
and frisk n 12 2
and frisk policies 4 2
and frisk policy 9 1
and frisk practices 25 1
and frisk report 4 1
and frisk tactics 2 1
and frisk that 2 1
and frisk trial 3 1
and frisked ind 3 1
and frisks and 2 1
and frisks n 4 1
and frisks that 1 1
and from a 1 2
and function of 1 1
and future in 3 1
and genetic privacy 1 1
and geographic analysis 2 1
and geospatial analyses 2 1
and gis methods 1 1
and grand larceny 1 1
and grew up 2 1
and hand held 3 1
and happiness n 1 1
and has been 7 2
and has developed 1 1
and have a 4 1
and have been 4 2
and held by 1 1
and held that 1 2
and high crime 3 1
and his collaborators 1 1
and his colleagues 7 5
and hispanic residents 1 3
and histories of 1 1
and holds a 1 11
and homicide in 1 3
and hotels n 1 2
and housing and 1 1
and how a 1 1
and how it 4 5
and how much 2 1
and how police 1 2
and how the 7 1
and how they 6 1
and how to 12 3
and human services 2 2
and i believe 1 1
and i have 2 1
and i hear 1 1
and i ll 2 3
and i m 5 3
and i was 2 1
and identity tex 1 1
and if a 3 1
and if it 2 1
and if so 5 2
and if the 3 2
and if they 6 1
and if you 7 1
and impact of 4 1
and implementation of 3 1
and implications for 2 1
and improve the 2 3
and improvements in 1 1
and in a 12 3
and in an 3 1
and in appropriate 1 3
and in congress 1 1
and in each 1 1
and in fact 3 3
and in other 1 1
and in particular 4 3
and in recent 2 1
and in so 3 1
and in some 11 8
and in that 2 1
and in the 20 7
and in their 2 2
and in this 1 4
and in those 1 1
and in which 2 1
and incarceration n 2 6
and incarceration while 1 1
and indiscriminate surveillance 1 1
and individual citizens 2 1
and inequality in 6 1
and inequality john 1 1
and infiltration of 1 1
and information system 1 1
and information technology 1 1
and informational privacy 1 1
and integrity of 3 2
and intelligence led 4 2
and interviews with 1 1
and is a 2 3
and is in 1 1
and is not 5 4
and is therefore 1 1
and it also 2 1
and it has 5 2
and it is 29 6
and it may 7 2
and it s 17 5
and its alternatives 1 2
and its consequences 1 1
and its control 2 1
and its degree 1 2
and its impact 3 1
and its implications 2 2
and its influence 1 1
and its modern 1 1
and its police 2 1
and its progeny 1 1
and its related 2 2
and its underlying 1 1
and its use 2 2
and j l 1 1
and james q 2 2
and judges have 3 2
and judges to 12 1
and kenneth cukier 1 1
and lack of 4 1
and later the 2 2
and law abiding 1 2
and law enforcement 66 5
and law in 1 1
and law professors 1 2
and law students 1 1
and lead to 4 1
and leave the 1 1
and legal reform 1 1
and legitimation of 1 2
and length of 2 1
and less likely 2 1
and license plate 3 2
and limitations of 3 1
and lives in 3 1
and local government 5 2
and local governments 9 1
and local law 26 3
and local levels 2 1
and local police 7 1
and location n 1 1
and location of 2 3
and logic of 4 1
